Time.[FiscalWeekKey],Location.[LocationKey],Activity.[ActivityKey],Item.[ItemKey],Version.[VersionKey],Transport.[TransportKey],Product.[ProductKey],Material Production Planned WIP
W0-2017,132,Act-5052-132,0,0,0,0,100
W1-2017,132,Act-5052-132,0,0,0,0,75
W2-2017,132,Act-5052-132,0,0,0,0,75
W3-2017,132,Act-5052-132,0,0,0,0,50
W0-2017,133,Act-5053-133,1,0,0,1,25
W1-2017,133,Act-5053-133,1,0,0,1,100
W2-2017,133,Act-5053-133,1,0,0,1,25
W3-2017,133,Act-5053-133,1,0,0,1,50
W0-2017,133,Act-5053-133,2,0,0,2,50
W1-2017,133,Act-5053-133,2,0,0,2,100
W2-2017,133,Act-5053-133,2,0,0,2,75
W3-2017,133,Act-5053-133,2,0,0,2,75
W0-2017,133,Act-5053-133,3,0,0,3,25
W1-2017,133,Act-5053-133,3,0,0,3,100
W2-2017,133,Act-5053-133,3,0,0,3,75
W3-2017,133,Act-5053-133,3,0,0,3,75
W0-2017,133,Act-5053-133,0,0,0,0,75
W1-2017,133,Act-5053-133,0,0,0,0,25
W2-2017,133,Act-5053-133,0,0,0,0,25
W3-2017,133,Act-5053-133,0,0,0,0,50
W0-2017,134,Act-5054-134,1,0,0,1,100
W1-2017,134,Act-5054-134,1,0,0,1,75
W2-2017,134,Act-5054-134,1,0,0,1,50
W3-2017,134,Act-5054-134,1,0,0,1,100
W0-2017,134,Act-5054-134,2,0,0,2,100
W1-2017,134,Act-5054-134,2,0,0,2,50
W2-2017,134,Act-5054-134,2,0,0,2,75
W3-2017,134,Act-5054-134,2,0,0,2,25
W0-2017,134,Act-5054-134,3,0,0,3,50
W1-2017,134,Act-5054-134,3,0,0,3,75
W2-2017,134,Act-5054-134,3,0,0,3,100
W3-2017,134,Act-5054-134,3,0,0,3,100
W0-2017,134,Act-5054-134,0,0,0,0,50
W1-2017,134,Act-5054-134,0,0,0,0,25
W2-2017,134,Act-5054-134,0,0,0,0,100
W3-2017,134,Act-5054-134,0,0,0,0,25
W0-2017,135,Act-5055-135,1,0,0,1,75
W1-2017,135,Act-5055-135,1,0,0,1,75
W2-2017,135,Act-5055-135,1,0,0,1,75
W3-2017,135,Act-5055-135,1,0,0,1,50
W0-2017,135,Act-5055-135,2,0,0,2,50
W1-2017,135,Act-5055-135,2,0,0,2,100
W2-2017,135,Act-5055-135,2,0,0,2,50
W3-2017,135,Act-5055-135,2,0,0,2,25
W0-2017,135,Act-5055-135,3,0,0,3,50
W1-2017,135,Act-5055-135,3,0,0,3,25
W2-2017,135,Act-5055-135,3,0,0,3,50
W3-2017,135,Act-5055-135,3,0,0,3,75
W0-2017,135,Act-5055-135,0,0,0,0,50
W1-2017,135,Act-5055-135,0,0,0,0,75
W2-2017,135,Act-5055-135,0,0,0,0,100
W3-2017,135,Act-5055-135,0,0,0,0,75
W0-2017,136,Act-5056-136,1,0,0,1,100
W1-2017,136,Act-5056-136,1,0,0,1,50
W2-2017,136,Act-5056-136,1,0,0,1,25
W3-2017,136,Act-5056-136,1,0,0,1,25
W0-2017,136,Act-5056-136,2,0,0,2,50
W1-2017,136,Act-5056-136,2,0,0,2,100
W2-2017,136,Act-5056-136,2,0,0,2,50
W3-2017,136,Act-5056-136,2,0,0,2,100
W0-2017,136,Act-5056-136,3,0,0,3,50
W1-2017,136,Act-5056-136,3,0,0,3,25
W2-2017,136,Act-5056-136,3,0,0,3,100
W3-2017,136,Act-5056-136,3,0,0,3,75
W0-2017,136,Act-5056-136,0,0,0,0,100
W1-2017,136,Act-5056-136,0,0,0,0,75
W2-2017,136,Act-5056-136,0,0,0,0,25
W3-2017,136,Act-5056-136,0,0,0,0,25
W0-2017,137,Act-5057-137,1,0,0,1,100
W1-2017,137,Act-5057-137,1,0,0,1,50
W2-2017,137,Act-5057-137,1,0,0,1,100
W3-2017,137,Act-5057-137,1,0,0,1,25
W0-2017,137,Act-5057-137,2,0,0,2,75
W1-2017,137,Act-5057-137,2,0,0,2,100
W2-2017,137,Act-5057-137,2,0,0,2,25
W3-2017,137,Act-5057-137,2,0,0,2,100
W0-2017,137,Act-5057-137,3,0,0,3,25
W1-2017,137,Act-5057-137,3,0,0,3,25
W2-2017,137,Act-5057-137,3,0,0,3,50
W3-2017,137,Act-5057-137,3,0,0,3,100
W0-2017,137,Act-5057-137,0,0,0,0,25
W1-2017,137,Act-5057-137,0,0,0,0,100
W2-2017,137,Act-5057-137,0,0,0,0,75
W3-2017,137,Act-5057-137,0,0,0,0,100
W0-2017,138,Act-5058-138,1,0,0,1,100
W1-2017,138,Act-5058-138,1,0,0,1,50
W2-2017,138,Act-5058-138,1,0,0,1,25
W3-2017,138,Act-5058-138,1,0,0,1,25
W0-2017,138,Act-5058-138,2,0,0,2,100
W1-2017,138,Act-5058-138,2,0,0,2,100
W2-2017,138,Act-5058-138,2,0,0,2,100
W3-2017,138,Act-5058-138,2,0,0,2,75
W0-2017,138,Act-5058-138,3,0,0,3,25
W1-2017,138,Act-5058-138,3,0,0,3,75
W2-2017,138,Act-5058-138,3,0,0,3,25
W3-2017,138,Act-5058-138,3,0,0,3,50
W0-2017,138,Act-5058-138,0,0,0,0,100
W1-2017,138,Act-5058-138,0,0,0,0,100
W2-2017,138,Act-5058-138,0,0,0,0,50
W3-2017,138,Act-5058-138,0,0,0,0,100
W0-2017,139,Act-5059-139,1,0,0,1,100
W1-2017,139,Act-5059-139,1,0,0,1,50
W2-2017,139,Act-5059-139,1,0,0,1,75
W3-2017,139,Act-5059-139,1,0,0,1,100
W0-2017,139,Act-5059-139,2,0,0,2,75
W1-2017,139,Act-5059-139,2,0,0,2,75
W2-2017,139,Act-5059-139,2,0,0,2,100
W3-2017,139,Act-5059-139,2,0,0,2,25
W0-2017,139,Act-5059-139,3,0,0,3,25
W1-2017,139,Act-5059-139,3,0,0,3,50
W2-2017,139,Act-5059-139,3,0,0,3,100
W3-2017,139,Act-5059-139,3,0,0,3,25
W0-2017,139,Act-5059-139,0,0,0,0,75
W1-2017,139,Act-5059-139,0,0,0,0,50
W2-2017,139,Act-5059-139,0,0,0,0,100
W3-2017,139,Act-5059-139,0,0,0,0,50
W0-2017,140,Act-5060-140,1,0,0,1,50
W1-2017,140,Act-5060-140,1,0,0,1,25
W2-2017,140,Act-5060-140,1,0,0,1,75
W3-2017,140,Act-5060-140,1,0,0,1,50
W0-2017,140,Act-5060-140,2,0,0,2,75
W1-2017,140,Act-5060-140,2,0,0,2,25
W2-2017,140,Act-5060-140,2,0,0,2,25
W3-2017,140,Act-5060-140,2,0,0,2,25
W0-2017,140,Act-5060-140,3,0,0,3,75
W1-2017,140,Act-5060-140,3,0,0,3,50
W2-2017,140,Act-5060-140,3,0,0,3,100
W3-2017,140,Act-5060-140,3,0,0,3,100
W0-2017,140,Act-5060-140,0,0,0,0,75
W1-2017,140,Act-5060-140,0,0,0,0,100
W2-2017,140,Act-5060-140,0,0,0,0,25
W3-2017,140,Act-5060-140,0,0,0,0,50
W0-2017,141,Act-5061-141,1,0,0,1,100
W1-2017,141,Act-5061-141,1,0,0,1,50
W2-2017,141,Act-5061-141,1,0,0,1,25
W3-2017,141,Act-5061-141,1,0,0,1,75
W0-2017,141,Act-5061-141,2,0,0,2,25
W1-2017,141,Act-5061-141,2,0,0,2,100
W2-2017,141,Act-5061-141,2,0,0,2,50
W3-2017,141,Act-5061-141,2,0,0,2,25
W0-2017,141,Act-5061-141,3,0,0,3,50
W1-2017,141,Act-5061-141,3,0,0,3,100
W2-2017,141,Act-5061-141,3,0,0,3,100
W3-2017,141,Act-5061-141,3,0,0,3,75
W0-2017,141,Act-5061-141,0,0,0,0,100
W1-2017,141,Act-5061-141,0,0,0,0,75
W2-2017,141,Act-5061-141,0,0,0,0,100
W3-2017,141,Act-5061-141,0,0,0,0,100
W0-2017,142,Act-5062-142,1,0,0,1,100
W1-2017,142,Act-5062-142,1,0,0,1,75
W2-2017,142,Act-5062-142,1,0,0,1,100
W3-2017,142,Act-5062-142,1,0,0,1,100
W0-2017,142,Act-5062-142,2,0,0,2,25
W1-2017,142,Act-5062-142,2,0,0,2,100
W2-2017,142,Act-5062-142,2,0,0,2,25
W3-2017,142,Act-5062-142,2,0,0,2,100
W0-2017,142,Act-5062-142,3,0,0,3,25
W1-2017,142,Act-5062-142,3,0,0,3,75
W2-2017,142,Act-5062-142,3,0,0,3,25
W3-2017,142,Act-5062-142,3,0,0,3,25
W0-2017,142,Act-5062-142,0,0,0,0,100
W1-2017,142,Act-5062-142,0,0,0,0,25
W2-2017,142,Act-5062-142,0,0,0,0,50
W3-2017,142,Act-5062-142,0,0,0,0,50
W0-2017,143,Act-5063-143,1,0,0,1,50
W1-2017,143,Act-5063-143,1,0,0,1,50
W2-2017,143,Act-5063-143,1,0,0,1,25
W3-2017,143,Act-5063-143,1,0,0,1,50
W0-2017,143,Act-5063-143,2,0,0,2,25
W1-2017,143,Act-5063-143,2,0,0,2,25
W2-2017,143,Act-5063-143,2,0,0,2,25
W3-2017,143,Act-5063-143,2,0,0,2,75
W0-2017,143,Act-5063-143,3,0,0,3,100
W1-2017,143,Act-5063-143,3,0,0,3,50
W2-2017,143,Act-5063-143,3,0,0,3,100
W3-2017,143,Act-5063-143,3,0,0,3,100
W0-2017,143,Act-5063-143,0,0,0,0,25
W1-2017,143,Act-5063-143,0,0,0,0,50
W2-2017,143,Act-5063-143,0,0,0,0,25
W3-2017,143,Act-5063-143,0,0,0,0,100
W0-2017,144,Act-5064-144,1,0,0,1,75
W1-2017,144,Act-5064-144,1,0,0,1,100
W2-2017,144,Act-5064-144,1,0,0,1,100
W3-2017,144,Act-5064-144,1,0,0,1,25
W0-2017,144,Act-5064-144,2,0,0,2,100
W1-2017,144,Act-5064-144,2,0,0,2,25
W2-2017,144,Act-5064-144,2,0,0,2,50
W3-2017,144,Act-5064-144,2,0,0,2,25
W0-2017,144,Act-5064-144,3,0,0,3,50
W1-2017,144,Act-5064-144,3,0,0,3,50
W2-2017,144,Act-5064-144,3,0,0,3,75
W3-2017,144,Act-5064-144,3,0,0,3,75
W0-2017,144,Act-5064-144,0,0,0,0,75
W1-2017,144,Act-5064-144,0,0,0,0,25
W2-2017,144,Act-5064-144,0,0,0,0,50
W3-2017,144,Act-5064-144,0,0,0,0,50
W0-2017,145,Act-5065-145,1,0,0,1,50
W1-2017,145,Act-5065-145,1,0,0,1,50
W2-2017,145,Act-5065-145,1,0,0,1,50
W3-2017,145,Act-5065-145,1,0,0,1,50
W0-2017,145,Act-5065-145,2,0,0,2,50
W1-2017,145,Act-5065-145,2,0,0,2,75
W2-2017,145,Act-5065-145,2,0,0,2,75
W3-2017,145,Act-5065-145,2,0,0,2,100
W0-2017,145,Act-5065-145,3,0,0,3,50
W1-2017,145,Act-5065-145,3,0,0,3,50
W2-2017,145,Act-5065-145,3,0,0,3,25
W3-2017,145,Act-5065-145,3,0,0,3,75
W0-2017,145,Act-5065-145,0,0,0,0,100
W1-2017,145,Act-5065-145,0,0,0,0,50
W2-2017,145,Act-5065-145,0,0,0,0,75
W3-2017,145,Act-5065-145,0,0,0,0,75
W0-2017,146,Act-5066-146,1,0,0,1,50
W1-2017,146,Act-5066-146,1,0,0,1,50
W2-2017,146,Act-5066-146,1,0,0,1,75
W3-2017,146,Act-5066-146,1,0,0,1,100
W0-2017,146,Act-5066-146,2,0,0,2,25
W1-2017,146,Act-5066-146,2,0,0,2,50
W2-2017,146,Act-5066-146,2,0,0,2,75
W3-2017,146,Act-5066-146,2,0,0,2,25
W0-2017,146,Act-5066-146,3,0,0,3,25
W1-2017,146,Act-5066-146,3,0,0,3,25
W2-2017,146,Act-5066-146,3,0,0,3,100
W3-2017,146,Act-5066-146,3,0,0,3,100
W0-2017,146,Act-5066-146,0,0,0,0,50
W1-2017,146,Act-5066-146,0,0,0,0,75
W2-2017,146,Act-5066-146,0,0,0,0,100
W3-2017,146,Act-5066-146,0,0,0,0,75
W0-2017,147,Act-5067-147,1,0,0,1,25
W1-2017,147,Act-5067-147,1,0,0,1,75
W2-2017,147,Act-5067-147,1,0,0,1,50
W3-2017,147,Act-5067-147,1,0,0,1,75
W0-2017,147,Act-5067-147,2,0,0,2,25
W1-2017,147,Act-5067-147,2,0,0,2,100
W2-2017,147,Act-5067-147,2,0,0,2,50
W3-2017,147,Act-5067-147,2,0,0,2,100
W0-2017,147,Act-5067-147,3,0,0,3,50
W1-2017,147,Act-5067-147,3,0,0,3,25
W2-2017,147,Act-5067-147,3,0,0,3,75
W3-2017,147,Act-5067-147,3,0,0,3,50
W0-2017,147,Act-5067-147,0,0,0,0,25
W1-2017,147,Act-5067-147,0,0,0,0,100
W2-2017,147,Act-5067-147,0,0,0,0,25
W3-2017,147,Act-5067-147,0,0,0,0,25
W0-2017,148,Act-5068-148,1,0,0,1,75
W1-2017,148,Act-5068-148,1,0,0,1,100
W2-2017,148,Act-5068-148,1,0,0,1,25
W3-2017,148,Act-5068-148,1,0,0,1,50
W0-2017,148,Act-5068-148,2,0,0,2,50
W1-2017,148,Act-5068-148,2,0,0,2,50
W2-2017,148,Act-5068-148,2,0,0,2,25
W3-2017,148,Act-5068-148,2,0,0,2,25
W0-2017,148,Act-5068-148,3,0,0,3,100
W1-2017,148,Act-5068-148,3,0,0,3,50
W2-2017,148,Act-5068-148,3,0,0,3,50
W3-2017,148,Act-5068-148,3,0,0,3,50
W0-2017,148,Act-5068-148,0,0,0,0,75
W1-2017,148,Act-5068-148,0,0,0,0,75
W2-2017,148,Act-5068-148,0,0,0,0,50
W3-2017,148,Act-5068-148,0,0,0,0,100
W0-2017,149,Act-5069-149,1,0,0,1,75
W1-2017,149,Act-5069-149,1,0,0,1,50
W2-2017,149,Act-5069-149,1,0,0,1,50
W3-2017,149,Act-5069-149,1,0,0,1,50
W0-2017,149,Act-5069-149,2,0,0,2,100
W1-2017,149,Act-5069-149,2,0,0,2,25
W2-2017,149,Act-5069-149,2,0,0,2,75
W3-2017,149,Act-5069-149,2,0,0,2,75
W0-2017,149,Act-5069-149,3,0,0,3,100
W1-2017,149,Act-5069-149,3,0,0,3,75
W2-2017,149,Act-5069-149,3,0,0,3,75
W3-2017,149,Act-5069-149,3,0,0,3,25
W0-2017,149,Act-5069-149,0,0,0,0,100
W1-2017,149,Act-5069-149,0,0,0,0,25
W2-2017,149,Act-5069-149,0,0,0,0,100
W3-2017,149,Act-5069-149,0,0,0,0,50
W0-2017,150,Act-5070-150,1,0,0,1,25
W1-2017,150,Act-5070-150,1,0,0,1,100
W2-2017,150,Act-5070-150,1,0,0,1,50
W3-2017,150,Act-5070-150,1,0,0,1,75
W0-2017,150,Act-5070-150,2,0,0,2,50
W1-2017,150,Act-5070-150,2,0,0,2,75
W2-2017,150,Act-5070-150,2,0,0,2,25
W3-2017,150,Act-5070-150,2,0,0,2,75
W0-2017,150,Act-5070-150,3,0,0,3,50
W1-2017,150,Act-5070-150,3,0,0,3,50
W2-2017,150,Act-5070-150,3,0,0,3,100
W3-2017,150,Act-5070-150,3,0,0,3,100
W0-2017,150,Act-5070-150,0,0,0,0,50
W1-2017,150,Act-5070-150,0,0,0,0,25
W2-2017,150,Act-5070-150,0,0,0,0,50
W3-2017,150,Act-5070-150,0,0,0,0,75
W0-2017,151,Act-5071-151,1,0,0,1,75
W1-2017,151,Act-5071-151,1,0,0,1,75
W2-2017,151,Act-5071-151,1,0,0,1,100
W3-2017,151,Act-5071-151,1,0,0,1,75
W0-2017,151,Act-5071-151,2,0,0,2,50
W1-2017,151,Act-5071-151,2,0,0,2,75
W2-2017,151,Act-5071-151,2,0,0,2,25
W3-2017,151,Act-5071-151,2,0,0,2,75
W0-2017,151,Act-5071-151,3,0,0,3,25
W1-2017,151,Act-5071-151,3,0,0,3,75
W2-2017,151,Act-5071-151,3,0,0,3,75
W3-2017,151,Act-5071-151,3,0,0,3,100
W0-2017,151,Act-5071-151,0,0,0,0,100
W1-2017,151,Act-5071-151,0,0,0,0,25
W2-2017,151,Act-5071-151,0,0,0,0,25
W3-2017,151,Act-5071-151,0,0,0,0,75
W0-2017,152,Act-5072-152,1,0,0,1,50
W1-2017,152,Act-5072-152,1,0,0,1,25
W2-2017,152,Act-5072-152,1,0,0,1,25
W3-2017,152,Act-5072-152,1,0,0,1,100
W0-2017,152,Act-5072-152,2,0,0,2,50
W1-2017,152,Act-5072-152,2,0,0,2,75
W2-2017,152,Act-5072-152,2,0,0,2,75
W3-2017,152,Act-5072-152,2,0,0,2,100
W0-2017,152,Act-5072-152,3,0,0,3,50
W1-2017,152,Act-5072-152,3,0,0,3,75
W2-2017,152,Act-5072-152,3,0,0,3,25
W3-2017,152,Act-5072-152,3,0,0,3,75
W0-2017,152,Act-5072-152,0,0,0,0,25
W1-2017,152,Act-5072-152,0,0,0,0,100
W2-2017,152,Act-5072-152,0,0,0,0,25
W3-2017,152,Act-5072-152,0,0,0,0,75
W0-2017,153,Act-5073-153,1,0,0,1,50
W1-2017,153,Act-5073-153,1,0,0,1,100
W2-2017,153,Act-5073-153,1,0,0,1,50
W3-2017,153,Act-5073-153,1,0,0,1,50
W0-2017,153,Act-5073-153,2,0,0,2,50
W1-2017,153,Act-5073-153,2,0,0,2,50
W2-2017,153,Act-5073-153,2,0,0,2,100
W3-2017,153,Act-5073-153,2,0,0,2,50
W0-2017,153,Act-5073-153,3,0,0,3,100
W1-2017,153,Act-5073-153,3,0,0,3,100
W2-2017,153,Act-5073-153,3,0,0,3,75
W3-2017,153,Act-5073-153,3,0,0,3,100
W0-2017,153,Act-5073-153,0,0,0,0,100
W1-2017,153,Act-5073-153,0,0,0,0,50
W2-2017,153,Act-5073-153,0,0,0,0,100
W3-2017,153,Act-5073-153,0,0,0,0,25
W0-2017,154,Act-5074-154,1,0,0,1,25
W1-2017,154,Act-5074-154,1,0,0,1,25
W2-2017,154,Act-5074-154,1,0,0,1,50
W3-2017,154,Act-5074-154,1,0,0,1,50
W0-2017,154,Act-5074-154,2,0,0,2,100
W1-2017,154,Act-5074-154,2,0,0,2,50
W2-2017,154,Act-5074-154,2,0,0,2,50
W3-2017,154,Act-5074-154,2,0,0,2,25
W0-2017,154,Act-5074-154,3,0,0,3,25
W1-2017,154,Act-5074-154,3,0,0,3,100
W2-2017,154,Act-5074-154,3,0,0,3,50
W3-2017,154,Act-5074-154,3,0,0,3,75
W0-2017,154,Act-5074-154,0,0,0,0,75
W1-2017,154,Act-5074-154,0,0,0,0,50
W2-2017,154,Act-5074-154,0,0,0,0,50
W3-2017,154,Act-5074-154,0,0,0,0,25
W0-2017,155,Act-5075-155,1,0,0,1,50
W1-2017,155,Act-5075-155,1,0,0,1,100
W2-2017,155,Act-5075-155,1,0,0,1,75
W3-2017,155,Act-5075-155,1,0,0,1,100
W0-2017,155,Act-5075-155,2,0,0,2,100
W1-2017,155,Act-5075-155,2,0,0,2,100
W2-2017,155,Act-5075-155,2,0,0,2,50
W3-2017,155,Act-5075-155,2,0,0,2,25
W0-2017,155,Act-5075-155,3,0,0,3,25
W1-2017,155,Act-5075-155,3,0,0,3,100
W2-2017,155,Act-5075-155,3,0,0,3,25
W3-2017,155,Act-5075-155,3,0,0,3,75
W0-2017,155,Act-5075-155,0,0,0,0,25
W1-2017,155,Act-5075-155,0,0,0,0,75
W2-2017,155,Act-5075-155,0,0,0,0,25
W3-2017,155,Act-5075-155,0,0,0,0,100
W0-2017,156,Act-5076-156,1,0,0,1,100
W1-2017,156,Act-5076-156,1,0,0,1,100
W2-2017,156,Act-5076-156,1,0,0,1,75
W3-2017,156,Act-5076-156,1,0,0,1,25
W0-2017,156,Act-5076-156,2,0,0,2,50
W1-2017,156,Act-5076-156,2,0,0,2,100
W2-2017,156,Act-5076-156,2,0,0,2,75
W3-2017,156,Act-5076-156,2,0,0,2,100
W0-2017,156,Act-5076-156,3,0,0,3,75
W1-2017,156,Act-5076-156,3,0,0,3,50
W2-2017,156,Act-5076-156,3,0,0,3,25
W3-2017,156,Act-5076-156,3,0,0,3,50
W0-2017,156,Act-5076-156,0,0,0,0,100
W1-2017,156,Act-5076-156,0,0,0,0,50
W2-2017,156,Act-5076-156,0,0,0,0,75
W3-2017,156,Act-5076-156,0,0,0,0,50
W0-2017,157,Act-5077-157,1,0,0,1,50
W1-2017,157,Act-5077-157,1,0,0,1,50
W2-2017,157,Act-5077-157,1,0,0,1,50
W3-2017,157,Act-5077-157,1,0,0,1,100
W0-2017,157,Act-5077-157,2,0,0,2,100
W1-2017,157,Act-5077-157,2,0,0,2,100
W2-2017,157,Act-5077-157,2,0,0,2,50
W3-2017,157,Act-5077-157,2,0,0,2,25
W0-2017,157,Act-5077-157,3,0,0,3,75
W1-2017,157,Act-5077-157,3,0,0,3,50
W2-2017,157,Act-5077-157,3,0,0,3,50
W3-2017,157,Act-5077-157,3,0,0,3,25
W0-2017,157,Act-5077-157,0,0,0,0,50
W1-2017,157,Act-5077-157,0,0,0,0,75
W2-2017,157,Act-5077-157,0,0,0,0,100
W3-2017,157,Act-5077-157,0,0,0,0,50
W0-2017,158,Act-5078-158,1,0,0,1,100
W1-2017,158,Act-5078-158,1,0,0,1,50
W2-2017,158,Act-5078-158,1,0,0,1,100
W3-2017,158,Act-5078-158,1,0,0,1,100
W0-2017,158,Act-5078-158,2,0,0,2,100
W1-2017,158,Act-5078-158,2,0,0,2,25
W2-2017,158,Act-5078-158,2,0,0,2,100
W3-2017,158,Act-5078-158,2,0,0,2,75
W0-2017,158,Act-5078-158,3,0,0,3,50
W1-2017,158,Act-5078-158,3,0,0,3,75
W2-2017,158,Act-5078-158,3,0,0,3,50
W3-2017,158,Act-5078-158,3,0,0,3,75
W0-2017,158,Act-5078-158,0,0,0,0,100
W1-2017,158,Act-5078-158,0,0,0,0,100
W2-2017,158,Act-5078-158,0,0,0,0,25
W3-2017,158,Act-5078-158,0,0,0,0,75
W0-2017,159,Act-5079-159,1,0,0,1,25
W1-2017,159,Act-5079-159,1,0,0,1,100
W2-2017,159,Act-5079-159,1,0,0,1,25
W3-2017,159,Act-5079-159,1,0,0,1,100
W0-2017,159,Act-5079-159,2,0,0,2,50
W1-2017,159,Act-5079-159,2,0,0,2,25
W2-2017,159,Act-5079-159,2,0,0,2,25
W3-2017,159,Act-5079-159,2,0,0,2,100
W0-2017,159,Act-5079-159,3,0,0,3,50
W1-2017,159,Act-5079-159,3,0,0,3,50
W2-2017,159,Act-5079-159,3,0,0,3,75
W3-2017,159,Act-5079-159,3,0,0,3,25
W0-2017,159,Act-5079-159,0,0,0,0,75
W1-2017,159,Act-5079-159,0,0,0,0,50
W2-2017,159,Act-5079-159,0,0,0,0,50
W3-2017,159,Act-5079-159,0,0,0,0,100
W0-2017,160,Act-5000-160,1,0,0,1,50
W1-2017,160,Act-5000-160,1,0,0,1,75
W2-2017,160,Act-5000-160,1,0,0,1,75
W3-2017,160,Act-5000-160,1,0,0,1,50
W0-2017,160,Act-5000-160,2,0,0,2,75
W1-2017,160,Act-5000-160,2,0,0,2,100
W2-2017,160,Act-5000-160,2,0,0,2,50
W3-2017,160,Act-5000-160,2,0,0,2,25
W0-2017,160,Act-5000-160,3,0,0,3,50
W1-2017,160,Act-5000-160,3,0,0,3,100
W2-2017,160,Act-5000-160,3,0,0,3,75
W3-2017,160,Act-5000-160,3,0,0,3,25
W0-2017,160,Act-5000-160,0,0,0,0,75
W1-2017,160,Act-5000-160,0,0,0,0,100
W2-2017,160,Act-5000-160,0,0,0,0,50
W3-2017,160,Act-5000-160,0,0,0,0,75
W0-2017,161,Act-5001-161,1,0,0,1,25
W1-2017,161,Act-5001-161,1,0,0,1,75
W2-2017,161,Act-5001-161,1,0,0,1,25
W3-2017,161,Act-5001-161,1,0,0,1,75
W0-2017,161,Act-5001-161,2,0,0,2,75
W1-2017,161,Act-5001-161,2,0,0,2,100
W2-2017,161,Act-5001-161,2,0,0,2,100
W3-2017,161,Act-5001-161,2,0,0,2,100
W0-2017,161,Act-5001-161,3,0,0,3,50
W1-2017,161,Act-5001-161,3,0,0,3,100
W2-2017,161,Act-5001-161,3,0,0,3,50
W3-2017,161,Act-5001-161,3,0,0,3,75
W0-2017,161,Act-5001-161,0,0,0,0,75
W1-2017,161,Act-5001-161,0,0,0,0,75
W2-2017,161,Act-5001-161,0,0,0,0,100
W3-2017,161,Act-5001-161,0,0,0,0,100
W0-2017,162,Act-5002-162,1,0,0,1,25
W1-2017,162,Act-5002-162,1,0,0,1,50
W2-2017,162,Act-5002-162,1,0,0,1,25
W3-2017,162,Act-5002-162,1,0,0,1,25
W0-2017,162,Act-5002-162,2,0,0,2,50
W1-2017,162,Act-5002-162,2,0,0,2,100
W2-2017,162,Act-5002-162,2,0,0,2,25
W3-2017,162,Act-5002-162,2,0,0,2,50
W0-2017,162,Act-5002-162,3,0,0,3,50
W1-2017,162,Act-5002-162,3,0,0,3,100
W2-2017,162,Act-5002-162,3,0,0,3,50
W3-2017,162,Act-5002-162,3,0,0,3,75
W0-2017,162,Act-5002-162,0,0,0,0,50
W1-2017,162,Act-5002-162,0,0,0,0,25
W2-2017,162,Act-5002-162,0,0,0,0,25
W3-2017,162,Act-5002-162,0,0,0,0,75
W0-2017,163,Act-5003-163,1,0,0,1,100
W1-2017,163,Act-5003-163,1,0,0,1,100
W2-2017,163,Act-5003-163,1,0,0,1,100
W3-2017,163,Act-5003-163,1,0,0,1,25
W0-2017,163,Act-5003-163,2,0,0,2,50
W1-2017,163,Act-5003-163,2,0,0,2,100
W2-2017,163,Act-5003-163,2,0,0,2,50
W3-2017,163,Act-5003-163,2,0,0,2,75
W0-2017,163,Act-5003-163,3,0,0,3,75
W1-2017,163,Act-5003-163,3,0,0,3,100
W2-2017,163,Act-5003-163,3,0,0,3,25
W3-2017,163,Act-5003-163,3,0,0,3,75
W0-2017,163,Act-5003-163,0,0,0,0,50
W1-2017,163,Act-5003-163,0,0,0,0,75
W2-2017,163,Act-5003-163,0,0,0,0,75
W3-2017,163,Act-5003-163,0,0,0,0,100
W0-2017,164,Act-5004-164,1,0,0,1,100
W1-2017,164,Act-5004-164,1,0,0,1,75
W2-2017,164,Act-5004-164,1,0,0,1,100
W3-2017,164,Act-5004-164,1,0,0,1,25
W0-2017,164,Act-5004-164,2,0,0,2,75
W1-2017,164,Act-5004-164,2,0,0,2,50
W2-2017,164,Act-5004-164,2,0,0,2,50
W3-2017,164,Act-5004-164,2,0,0,2,50
W0-2017,164,Act-5004-164,3,0,0,3,50
W1-2017,164,Act-5004-164,3,0,0,3,100
W2-2017,164,Act-5004-164,3,0,0,3,25
W3-2017,164,Act-5004-164,3,0,0,3,75
W0-2017,164,Act-5004-164,0,0,0,0,50
W1-2017,164,Act-5004-164,0,0,0,0,50
W2-2017,164,Act-5004-164,0,0,0,0,50
W3-2017,164,Act-5004-164,0,0,0,0,50
W0-2017,165,Act-5005-165,1,0,0,1,75
W1-2017,165,Act-5005-165,1,0,0,1,100
W2-2017,165,Act-5005-165,1,0,0,1,75
W3-2017,165,Act-5005-165,1,0,0,1,100
W0-2017,165,Act-5005-165,2,0,0,2,100
W1-2017,165,Act-5005-165,2,0,0,2,100
W2-2017,165,Act-5005-165,2,0,0,2,75
W3-2017,165,Act-5005-165,2,0,0,2,50
W0-2017,165,Act-5005-165,3,0,0,3,25
W1-2017,165,Act-5005-165,3,0,0,3,75
W2-2017,165,Act-5005-165,3,0,0,3,50
W3-2017,165,Act-5005-165,3,0,0,3,75
W0-2017,165,Act-5005-165,0,0,0,0,100
W1-2017,165,Act-5005-165,0,0,0,0,75
W2-2017,165,Act-5005-165,0,0,0,0,100
W3-2017,165,Act-5005-165,0,0,0,0,75
W0-2017,166,Act-5006-166,1,0,0,1,50
W1-2017,166,Act-5006-166,1,0,0,1,75
W2-2017,166,Act-5006-166,1,0,0,1,100
