Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Version.[VersionKey],Activity Lead Time,Solver Activity End Date,Solver Activity Start Date
Act-5032-192,0,2,0,1,,
Act-5032-192,0,3,0,1,,
Act-5032-192,0,0,0,1,,
Act-5033-193,0,1,0,1,,
Act-5033-193,0,2,0,1,,
Act-5033-193,0,3,0,1,,
Act-5033-193,0,0,0,1,,
Act-5034-194,0,1,0,1,,
Act-5034-194,0,2,0,1,,
Act-5034-194,0,3,0,1,,
Act-5034-194,0,0,0,1,,
Act-5035-195,0,1,0,1,,
Act-5035-195,0,2,0,1,,
Act-5035-195,0,3,0,1,,
Act-5035-195,0,0,0,1,,
Act-5036-196,0,1,0,1,,
Act-5036-196,0,2,0,1,,
Act-5036-196,0,3,0,1,,
Act-5036-196,0,0,0,1,,
Act-5037-197,0,1,0,1,,
Act-5037-197,0,2,0,1,,
Act-5037-197,0,3,0,1,,
Act-5037-197,0,0,0,1,,
Act-5038-198,0,1,0,1,,
Act-5038-198,0,2,0,1,,
Act-5038-198,0,3,0,1,,
Act-5038-198,0,0,0,1,,
Act-5039-199,0,1,0,1,,
Act-5039-199,0,2,0,1,,
Act-5039-199,0,3,0,1,,
Act-5039-199,0,0,0,1,,
Act-5040-200,0,1,0,1,,
Act-5040-200,0,2,0,1,,
Act-5040-200,0,3,0,1,,
Act-5040-200,0,0,0,1,,
Act-5041-201,0,1,0,1,,
Act-5041-201,0,2,0,1,,
Act-5041-201,0,3,0,1,,
Act-5041-201,0,0,0,1,,
Act-5042-202,0,1,0,1,,
Act-5042-202,0,2,0,1,,
Act-5042-202,0,3,0,1,,
Act-5042-202,0,0,0,1,,
Act-5043-203,0,1,0,1,,
Act-5043-203,0,2,0,1,,
Act-5043-203,0,3,0,1,,
Act-5043-203,0,0,0,1,,
Act-5044-204,0,1,0,1,,
Act-5044-204,0,2,0,1,,
Act-5044-204,0,3,0,1,,
Act-5044-204,0,0,0,1,,
Act-5045-205,0,1,0,1,,
Act-5045-205,0,2,0,1,,
Act-5045-205,0,3,0,1,,
Act-5045-205,0,0,0,1,,
Act-5046-206,0,1,0,1,,
Act-5046-206,0,2,0,1,,
Act-5046-206,0,3,0,1,,
Act-5046-206,0,0,0,1,,
Act-5047-207,0,1,0,1,,
Act-5047-207,0,2,0,1,,
Act-5047-207,0,3,0,1,,
Act-5047-207,0,0,0,1,,
Act-5048-208,0,1,0,1,,
Act-5048-208,0,2,0,1,,
Act-5048-208,0,3,0,1,,
Act-5048-208,0,0,0,1,,
Act-5049-209,0,1,0,1,,
Act-5049-209,0,2,0,1,,
Act-5049-209,0,3,0,1,,
Act-5049-209,0,0,0,1,,
Act-5050-210,0,1,0,1,,
Act-5050-210,0,2,0,1,,
Act-5050-210,0,3,0,1,,
Act-5050-210,0,0,0,1,,
Act-5051-211,0,1,0,1,,
Act-5051-211,0,2,0,1,,
Act-5051-211,0,3,0,1,,
Act-5051-211,0,0,0,1,,
Act-5052-212,0,1,0,1,,
Act-5052-212,0,2,0,1,,
Act-5052-212,0,3,0,1,,
Act-5052-212,0,0,0,1,,
Act-5053-213,0,1,0,1,,
Act-5053-213,0,2,0,1,,
Act-5053-213,0,3,0,1,,
Act-5053-213,0,0,0,1,,
Act-5054-214,0,1,0,1,,
Act-5054-214,0,2,0,1,,
Act-5054-214,0,3,0,1,,
Act-5054-214,0,0,0,1,,
Act-5055-215,0,1,0,1,,
Act-5055-215,0,2,0,1,,
Act-5055-215,0,3,0,1,,
Act-5055-215,0,0,0,1,,
Act-5056-216,0,1,0,1,,
Act-5056-216,0,2,0,1,,
Act-5056-216,0,3,0,1,,
Act-5056-216,0,0,0,1,,
Act-5057-217,0,1,0,1,,
Act-5057-217,0,2,0,1,,
Act-5057-217,0,3,0,1,,
Act-5057-217,0,0,0,1,,
Act-5058-218,0,1,0,1,,
Act-5058-218,0,2,0,1,,
Act-5058-218,0,3,0,1,,
Act-5058-218,0,0,0,1,,
Act-5059-219,0,1,0,1,,
Act-5059-219,0,2,0,1,,
Act-5059-219,0,3,0,1,,
Act-5059-219,0,0,0,1,,
Act-5060-220,0,1,0,1,,
Act-5060-220,0,2,0,1,,
Act-5060-220,0,3,0,1,,
Act-5060-220,0,0,0,1,,
Act-5061-221,0,1,0,1,,
Act-5061-221,0,2,0,1,,
Act-5061-221,0,3,0,1,,
Act-5061-221,0,0,0,1,,
Act-5062-222,0,1,0,1,,
Act-5062-222,0,2,0,1,,
Act-5062-222,0,3,0,1,,
Act-5062-222,0,0,0,1,,
Act-5063-223,0,1,0,1,,
Act-5063-223,0,2,0,1,,
Act-5063-223,0,3,0,1,,
Act-5063-223,0,0,0,1,,
Act-5064-224,0,1,0,1,,
Act-5064-224,0,2,0,1,,
Act-5064-224,0,3,0,1,,
Act-5064-224,0,0,0,1,,
Act-5065-225,0,1,0,1,,
Act-5065-225,0,2,0,1,,
Act-5065-225,0,3,0,1,,
Act-5065-225,0,0,0,1,,
Act-5066-226,0,1,0,1,,
Act-5066-226,0,2,0,1,,
Act-5066-226,0,3,0,1,,
Act-5066-226,0,0,0,1,,
Act-5067-227,0,1,0,1,,
Act-5067-227,0,2,0,1,,
Act-5067-227,0,3,0,1,,
Act-5067-227,0,0,0,1,,
Act-5068-228,0,1,0,1,,
Act-5068-228,0,2,0,1,,
Act-5068-228,0,3,0,1,,
Act-5068-228,0,0,0,1,,
Act-5069-229,0,1,0,1,,
Act-5069-229,0,2,0,1,,
Act-5069-229,0,3,0,1,,
Act-5069-229,0,0,0,1,,
Act-5070-230,0,1,0,1,,
Act-5070-230,0,2,0,1,,
Act-5070-230,0,3,0,1,,
Act-5070-230,0,0,0,1,,
Act-5071-231,0,1,0,1,,
Act-5071-231,0,2,0,1,,
Act-5071-231,0,3,0,1,,
Act-5071-231,0,0,0,1,,
Act-5072-232,0,1,0,1,,
Act-5072-232,0,2,0,1,,
Act-5072-232,0,3,0,1,,
Act-5072-232,0,0,0,1,,
Act-5073-233,0,1,0,1,,
Act-5073-233,0,2,0,1,,
Act-5073-233,0,3,0,1,,
Act-5073-233,0,0,0,1,,
Act-5074-234,0,1,0,1,,
Act-5074-234,0,2,0,1,,
Act-5074-234,0,3,0,1,,
Act-5074-234,0,0,0,1,,
Act-5075-235,0,1,0,1,,
Act-5075-235,0,2,0,1,,
Act-5075-235,0,3,0,1,,
Act-5075-235,0,0,0,1,,
Act-5076-236,0,1,0,1,,
Act-5076-236,0,2,0,1,,
Act-5076-236,0,3,0,1,,
Act-5076-236,0,0,0,1,,
Act-5077-237,0,1,0,1,,
Act-5077-237,0,2,0,1,,
Act-5077-237,0,3,0,1,,
Act-5077-237,0,0,0,1,,
Act-5078-238,0,1,0,1,,
Act-5078-238,0,2,0,1,,
Act-5078-238,0,3,0,1,,
Act-5078-238,0,0,0,1,,
Act-5079-239,0,1,0,1,,
Act-5079-239,0,2,0,1,,
Act-5079-239,0,3,0,1,,
Act-5079-239,0,0,0,1,,
Act-5000-240,0,1,0,1,,
Act-5000-240,0,2,0,1,,
Act-5000-240,0,3,0,1,,
Act-5000-240,0,0,0,1,,
Act-5001-241,0,1,0,1,,
Act-5001-241,0,2,0,1,,
Act-5001-241,0,3,0,1,,
Act-5001-241,0,0,0,1,,
Act-5002-242,0,1,0,1,,
Act-5002-242,0,2,0,1,,
Act-5002-242,0,3,0,1,,
Act-5002-242,0,0,0,1,,
Act-5003-243,0,1,0,1,,
Act-5003-243,0,2,0,1,,
Act-5003-243,0,3,0,1,,
Act-5003-243,0,0,0,1,,
Act-5004-244,0,1,0,1,,
Act-5004-244,0,2,0,1,,
Act-5004-244,0,3,0,1,,
Act-5004-244,0,0,0,1,,
Act-5005-245,0,1,0,1,,
Act-5005-245,0,2,0,1,,
Act-5005-245,0,3,0,1,,
Act-5005-245,0,0,0,1,,
Act-5006-246,0,1,0,1,,
Act-5006-246,0,2,0,1,,
Act-5006-246,0,3,0,1,,
Act-5006-246,0,0,0,1,,
Act-5007-247,0,1,0,1,,
Act-5007-247,0,2,0,1,,
Act-5007-247,0,3,0,1,,
Act-5007-247,0,0,0,1,,
Act-5008-248,0,1,0,1,,
Act-5008-248,0,2,0,1,,
Act-5008-248,0,3,0,1,,
Act-5008-248,0,0,0,1,,
Act-5009-249,0,1,0,1,,
Act-5009-249,0,2,0,1,,
Act-5009-249,0,3,0,1,,
Act-5009-249,0,0,0,1,,
Act-5010-250,0,1,0,1,,
Act-5010-250,0,2,0,1,,
Act-5010-250,0,3,0,1,,
Act-5010-250,0,0,0,1,,
Act-5011-251,0,1,0,1,,
Act-5011-251,0,2,0,1,,
Act-5011-251,0,3,0,1,,
Act-5011-251,0,0,0,1,,
Act-5012-252,0,1,0,1,,
Act-5012-252,0,2,0,1,,
Act-5012-252,0,3,0,1,,
Act-5012-252,0,0,0,1,,
Act-5013-253,0,1,0,1,,
Act-5013-253,0,2,0,1,,
Act-5013-253,0,3,0,1,,
Act-5013-253,0,0,0,1,,
Act-5014-254,0,1,0,1,,
Act-5014-254,0,2,0,1,,
Act-5014-254,0,3,0,1,,
Act-5014-254,0,0,0,1,,
Act-5015-255,0,1,0,1,,
Act-5015-255,0,2,0,1,,
Act-5015-255,0,3,0,1,,
Act-5015-255,0,0,0,1,,
Act-5016-256,0,1,0,1,,
Act-5016-256,0,2,0,1,,
Act-5016-256,0,3,0,1,,
Act-5016-256,0,0,0,1,,
Act-5017-257,0,1,0,1,,
Act-5017-257,0,2,0,1,,
Act-5017-257,0,3,0,1,,
Act-5017-257,0,0,0,1,,
Act-5018-258,0,1,0,1,,
Act-5018-258,0,2,0,1,,
Act-5018-258,0,3,0,1,,
Act-5018-258,0,0,0,1,,
Act-5019-259,0,1,0,1,,
Act-5019-259,0,2,0,1,,
Act-5019-259,0,3,0,1,,
Act-5019-259,0,0,0,1,,
Act-5020-260,0,1,0,1,,
Act-5020-260,0,2,0,1,,
Act-5020-260,0,3,0,1,,
Act-5020-260,0,0,0,1,,
Act-5021-261,0,1,0,1,,
Act-5021-261,0,2,0,1,,
Act-5021-261,0,3,0,1,,
Act-5021-261,0,0,0,1,,
Act-5022-262,0,1,0,1,,
Act-5022-262,0,2,0,1,,
Act-5022-262,0,3,0,1,,
Act-5022-262,0,0,0,1,,
Act-5023-263,0,1,0,1,,
Act-5023-263,0,2,0,1,,
Act-5023-263,0,3,0,1,,
Act-5023-263,0,0,0,1,,
Act-5024-264,0,1,0,1,,
Act-5024-264,0,2,0,1,,
Act-5024-264,0,3,0,1,,
Act-5024-264,0,0,0,1,,
Act-5025-265,0,1,0,1,,
Act-5025-265,0,2,0,1,,
Act-5025-265,0,3,0,1,,
Act-5025-265,0,0,0,1,,
Act-5026-266,0,1,0,1,,
Act-5026-266,0,2,0,1,,
Act-5026-266,0,3,0,1,,
Act-5026-266,0,0,0,1,,
Act-5027-267,0,1,0,1,,
Act-5027-267,0,2,0,1,,
Act-5027-267,0,3,0,1,,
Act-5027-267,0,0,0,1,,
Act-5028-268,0,1,0,1,,
Act-5028-268,0,2,0,1,,
Act-5028-268,0,3,0,1,,
Act-5028-268,0,0,0,1,,
Act-5029-269,0,1,0,1,,
Act-5029-269,0,2,0,1,,
Act-5029-269,0,3,0,1,,
Act-5029-269,0,0,0,1,,
Act-5030-270,0,1,0,1,,
Act-5030-270,0,2,0,1,,
Act-5030-270,0,3,0,1,,
Act-5030-270,0,0,0,1,,
Act-5031-271,0,1,0,1,,
Act-5031-271,0,2,0,1,,
Act-5031-271,0,3,0,1,,
Act-5031-271,0,0,0,1,,
Act-5032-272,0,1,0,1,,
Act-5032-272,0,2,0,1,,
Act-5032-272,0,3,0,1,,
Act-5032-272,0,0,0,1,,
Act-5033-273,0,1,0,1,,
Act-5033-273,0,2,0,1,,
Act-5033-273,0,3,0,1,,
Act-5033-273,0,0,0,1,,
Act-5034-274,0,1,0,1,,
Act-5034-274,0,2,0,1,,
Act-5034-274,0,3,0,1,,
Act-5034-274,0,0,0,1,,
Act-5035-275,0,1,0,1,,
Act-5035-275,0,2,0,1,,
Act-5035-275,0,3,0,1,,
Act-5035-275,0,0,0,1,,
Act-5036-276,0,1,0,1,,
Act-5036-276,0,2,0,1,,
Act-5036-276,0,3,0,1,,
Act-5036-276,0,0,0,1,,
Act-5037-277,0,1,0,1,,
Act-5037-277,0,2,0,1,,
Act-5037-277,0,3,0,1,,
Act-5037-277,0,0,0,1,,
Act-5038-278,0,1,0,1,,
Act-5038-278,0,2,0,1,,
Act-5038-278,0,3,0,1,,
Act-5038-278,0,0,0,1,,
Act-5039-279,0,1,0,1,,
Act-5039-279,0,2,0,1,,
Act-5039-279,0,3,0,1,,
Act-5039-279,0,0,0,1,,
Act-5040-280,0,1,0,1,,
Act-5040-280,0,2,0,1,,
Act-5040-280,0,3,0,1,,
Act-5040-280,0,0,0,1,,
Act-5041-281,0,1,0,1,,
Act-5041-281,0,2,0,1,,
Act-5041-281,0,3,0,1,,
Act-5041-281,0,0,0,1,,
Act-5042-282,0,1,0,1,,
Act-5042-282,0,2,0,1,,
Act-5042-282,0,3,0,1,,
Act-5042-282,0,0,0,1,,
Act-5043-283,0,1,0,1,,
Act-5043-283,0,2,0,1,,
Act-5043-283,0,3,0,1,,
Act-5043-283,0,0,0,1,,
Act-5044-284,0,1,0,1,,
Act-5044-284,0,2,0,1,,
Act-5044-284,0,3,0,1,,
Act-5044-284,0,0,0,1,,
Act-5045-285,0,1,0,1,,
Act-5045-285,0,2,0,1,,
Act-5045-285,0,3,0,1,,
Act-5045-285,0,0,0,1,,
Act-5046-286,0,1,0,1,,
Act-5046-286,0,2,0,1,,
Act-5046-286,0,3,0,1,,
Act-5046-286,0,0,0,1,,
Act-5047-287,0,1,0,1,,
Act-5047-287,0,2,0,1,,
Act-5047-287,0,3,0,1,,
Act-5047-287,0,0,0,1,,
Act-5048-288,0,1,0,1,,
Act-5048-288,0,2,0,1,,
Act-5048-288,0,3,0,1,,
Act-5048-288,0,0,0,1,,
Act-5049-289,0,1,0,1,,
Act-5049-289,0,2,0,1,,
Act-5049-289,0,3,0,1,,
Act-5049-289,0,0,0,1,,
Act-5050-290,0,1,0,1,,
Act-5050-290,0,2,0,1,,
Act-5050-290,0,3,0,1,,
Act-5050-290,0,0,0,1,,
Act-5051-291,0,1,0,1,,
Act-5051-291,0,2,0,1,,
Act-5051-291,0,3,0,1,,
Act-5051-291,0,0,0,1,,
Act-5052-292,0,1,0,1,,
Act-5052-292,0,2,0,1,,
Act-5052-292,0,3,0,1,,
Act-5052-292,0,0,0,1,,
Act-5053-293,0,1,0,1,,
Act-5053-293,0,2,0,1,,
Act-5053-293,0,3,0,1,,
Act-5053-293,0,0,0,1,,
Act-5054-294,0,1,0,1,,
Act-5054-294,0,2,0,1,,
Act-5054-294,0,3,0,1,,
Act-5054-294,0,0,0,1,,
Act-5055-295,0,1,0,1,,
Act-5055-295,0,2,0,1,,
Act-5055-295,0,3,0,1,,
Act-5055-295,0,0,0,1,,
Act-5056-296,0,1,0,1,,
Act-5056-296,0,2,0,1,,
Act-5056-296,0,3,0,1,,
Act-5056-296,0,0,0,1,,
Act-5057-297,0,1,0,1,,
Act-5057-297,0,2,0,1,,
Act-5057-297,0,3,0,1,,
Act-5057-297,0,0,0,1,,
Act-5058-298,0,1,0,1,,
Act-5058-298,0,2,0,1,,
Act-5058-298,0,3,0,1,,
Act-5058-298,0,0,0,1,,
Act-5059-299,0,1,0,1,,
Act-5059-299,0,2,0,1,,
Act-5059-299,0,3,0,1,,
Act-5059-299,0,0,0,1,,
Act-5060-300,0,1,0,1,,
Act-5060-300,0,2,0,1,,
Act-5060-300,0,3,0,1,,
Act-5060-300,0,0,0,1,,
Act-5061-301,0,1,0,1,,
Act-5061-301,0,2,0,1,,
Act-5061-301,0,3,0,1,,
Act-5061-301,0,0,0,1,,
Act-5062-302,0,1,0,1,,
Act-5062-302,0,2,0,1,,
Act-5062-302,0,3,0,1,,
Act-5062-302,0,0,0,1,,
Act-5063-303,0,1,0,1,,
Act-5063-303,0,2,0,1,,
Act-5063-303,0,3,0,1,,
Act-5063-303,0,0,0,1,,
Act-5064-304,0,1,0,1,,
Act-5064-304,0,2,0,1,,
Act-5064-304,0,3,0,1,,
Act-5064-304,0,0,0,1,,
Act-5065-305,0,1,0,1,,
Act-5065-305,0,2,0,1,,
Act-5065-305,0,3,0,1,,
Act-5065-305,0,0,0,1,,
Act-5066-306,0,1,0,1,,
Act-5066-306,0,2,0,1,,
Act-5066-306,0,3,0,1,,
Act-5066-306,0,0,0,1,,
Act-5067-307,0,1,0,1,,
Act-5067-307,0,2,0,1,,
Act-5067-307,0,3,0,1,,
Act-5067-307,0,0,0,1,,
Act-5068-308,0,1,0,1,,
Act-5068-308,0,2,0,1,,
Act-5068-308,0,3,0,1,,
Act-5068-308,0,0,0,1,,
Act-5069-309,0,1,0,1,,
Act-5069-309,0,2,0,1,,
Act-5069-309,0,3,0,1,,
Act-5069-309,0,0,0,1,,
Act-5070-310,0,1,0,1,,
Act-5070-310,0,2,0,1,,
Act-5070-310,0,3,0,1,,
Act-5070-310,0,0,0,1,,
Act-5071-311,0,1,0,1,,
Act-5071-311,0,2,0,1,,
Act-5071-311,0,3,0,1,,
Act-5071-311,0,0,0,1,,
Act-5072-312,0,1,0,1,,
Act-5072-312,0,2,0,1,,
Act-5072-312,0,3,0,1,,
Act-5072-312,0,0,0,1,,
Act-5073-313,0,1,0,1,,
Act-5073-313,0,2,0,1,,
Act-5073-313,0,3,0,1,,
Act-5073-313,0,0,0,1,,
Act-5074-314,0,1,0,1,,
Act-5074-314,0,2,0,1,,
Act-5074-314,0,3,0,1,,
Act-5074-314,0,0,0,1,,
Act-5075-315,0,1,0,1,,
Act-5075-315,0,2,0,1,,
Act-5075-315,0,3,0,1,,
Act-5075-315,0,0,0,1,,
Act-5076-316,0,1,0,1,,
Act-5076-316,0,2,0,1,,
Act-5076-316,0,3,0,1,,
Act-5076-316,0,0,0,1,,
Act-5077-317,0,1,0,1,,
Act-5077-317,0,2,0,1,,
Act-5077-317,0,3,0,1,,
Act-5077-317,0,0,0,1,,
Act-5078-318,0,1,0,1,,
Act-5078-318,0,2,0,1,,
Act-5078-318,0,3,0,1,,
Act-5078-318,0,0,0,1,,
Act-5079-319,0,1,0,1,,
Act-5079-319,0,2,0,1,,
Act-5079-319,0,3,0,1,,
Act-5079-319,0,0,0,1,,
Act-5000-320,0,1,0,1,,
Act-5000-320,0,2,0,1,,
Act-5000-320,0,3,0,1,,
Act-5000-320,0,0,0,1,,
Act-5001-321,0,1,0,1,,
Act-5001-321,0,2,0,1,,
Act-5001-321,0,3,0,1,,
Act-5001-321,0,0,0,1,,
Act-5002-322,0,1,0,1,,
Act-5002-322,0,2,0,1,,
Act-5002-322,0,3,0,1,,
Act-5002-322,0,0,0,1,,
Act-5003-323,0,1,0,1,,
Act-5003-323,0,2,0,1,,
Act-5003-323,0,3,0,1,,
Act-5003-323,0,0,0,1,,
Act-5004-324,0,1,0,1,,
Act-5004-324,0,2,0,1,,
Act-5004-324,0,3,0,1,,
Act-5004-324,0,0,0,1,,
Act-5005-325,0,1,0,1,,
Act-5005-325,0,2,0,1,,
Act-5005-325,0,3,0,1,,
Act-5005-325,0,0,0,1,,
Act-5006-326,0,1,0,1,,
Act-5006-326,0,2,0,1,,
Act-5006-326,0,3,0,1,,
Act-5006-326,0,0,0,1,,
Act-5007-327,0,1,0,1,,
Act-5007-327,0,2,0,1,,
Act-5007-327,0,3,0,1,,
Act-5007-327,0,0,0,1,,
Act-5008-328,0,1,0,1,,
Act-5008-328,0,2,0,1,,
Act-5008-328,0,3,0,1,,
Act-5008-328,0,0,0,1,,
Act-5009-329,0,1,0,1,,
Act-5009-329,0,2,0,1,,
Act-5009-329,0,3,0,1,,
Act-5009-329,0,0,0,1,,
Act-5010-330,0,1,0,1,,
Act-5010-330,0,2,0,1,,
Act-5010-330,0,3,0,1,,
Act-5010-330,0,0,0,1,,
Act-5011-331,0,1,0,1,,
Act-5011-331,0,2,0,1,,
Act-5011-331,0,3,0,1,,
Act-5011-331,0,0,0,1,,
Act-5012-332,0,1,0,1,,
Act-5012-332,0,2,0,1,,
Act-5012-332,0,3,0,1,,
Act-5012-332,0,0,0,1,,
Act-5013-333,0,1,0,1,,
Act-5013-333,0,2,0,1,,
Act-5013-333,0,3,0,1,,
Act-5013-333,0,0,0,1,,
Act-5014-334,0,1,0,1,,
Act-5014-334,0,2,0,1,,
Act-5014-334,0,3,0,1,,
Act-5014-334,0,0,0,1,,
Act-5015-335,0,1,0,1,,
Act-5015-335,0,2,0,1,,
Act-5015-335,0,3,0,1,,
Act-5015-335,0,0,0,1,,
Act-5016-336,0,1,0,1,,
Act-5016-336,0,2,0,1,,
Act-5016-336,0,3,0,1,,
Act-5016-336,0,0,0,1,,
Act-5017-337,0,1,0,1,,
Act-5017-337,0,2,0,1,,
Act-5017-337,0,3,0,1,,
Act-5017-337,0,0,0,1,,
Act-5018-338,0,1,0,1,,
Act-5018-338,0,2,0,1,,
Act-5018-338,0,3,0,1,,
Act-5018-338,0,0,0,1,,
Act-5019-339,0,1,0,1,,
Act-5019-339,0,2,0,1,,
Act-5019-339,0,3,0,1,,
Act-5019-339,0,0,0,1,,
Act-5020-340,0,1,0,1,,
Act-5020-340,0,2,0,1,,
Act-5020-340,0,3,0,1,,
Act-5020-340,0,0,0,1,,
Act-5021-341,0,1,0,1,,
Act-5021-341,0,2,0,1,,
Act-5021-341,0,3,0,1,,
Act-5021-341,0,0,0,1,,
Act-5022-342,0,1,0,1,,
Act-5022-342,0,2,0,1,,
Act-5022-342,0,3,0,1,,
Act-5022-342,0,0,0,1,,
Act-5023-343,0,1,0,1,,
Act-5023-343,0,2,0,1,,
Act-5023-343,0,3,0,1,,
Act-5023-343,0,0,0,1,,
Act-5024-344,0,1,0,1,,
Act-5024-344,0,2,0,1,,
Act-5024-344,0,3,0,1,,
Act-5024-344,0,0,0,1,,
Act-5025-345,0,1,0,1,,
Act-5025-345,0,2,0,1,,
Act-5025-345,0,3,0,1,,
Act-5025-345,0,0,0,1,,
Act-5026-346,0,1,0,1,,
Act-5026-346,0,2,0,1,,
Act-5026-346,0,3,0,1,,
Act-5026-346,0,0,0,1,,
Act-5027-347,0,1,0,1,,
Act-5027-347,0,2,0,1,,
Act-5027-347,0,3,0,1,,
Act-5027-347,0,0,0,1,,
Act-5028-348,0,1,0,1,,
Act-5028-348,0,2,0,1,,
Act-5028-348,0,3,0,1,,
Act-5028-348,0,0,0,1,,
Act-5029-349,0,1,0,1,,
Act-5029-349,0,2,0,1,,
Act-5029-349,0,3,0,1,,
Act-5029-349,0,0,0,1,,
Act-5030-350,0,1,0,1,,
Act-5030-350,0,2,0,1,,
Act-5030-350,0,3,0,1,,
Act-5030-350,0,0,0,1,,
Act-5031-351,0,1,0,1,,
Act-5031-351,0,2,0,1,,
Act-5031-351,0,3,0,1,,
Act-5031-351,0,0,0,1,,
Act-5032-352,0,1,0,1,,
Act-5032-352,0,2,0,1,,
Act-5032-352,0,3,0,1,,
Act-5032-352,0,0,0,1,,
Act-5033-353,0,1,0,1,,
Act-5033-353,0,2,0,1,,
Act-5033-353,0,3,0,1,,
Act-5033-353,0,0,0,1,,
Act-5034-354,0,1,0,1,,
Act-5034-354,0,2,0,1,,
Act-5034-354,0,3,0,1,,
Act-5034-354,0,0,0,1,,
Act-5035-355,0,1,0,1,,
Act-5035-355,0,2,0,1,,
Act-5035-355,0,3,0,1,,
Act-5035-355,0,0,0,1,,
Act-5036-356,0,1,0,1,,
Act-5036-356,0,2,0,1,,
Act-5036-356,0,3,0,1,,
Act-5036-356,0,0,0,1,,
Act-5037-357,0,1,0,1,,
Act-5037-357,0,2,0,1,,
Act-5037-357,0,3,0,1,,
Act-5037-357,0,0,0,1,,
Act-5038-358,0,1,0,1,,
Act-5038-358,0,2,0,1,,
Act-5038-358,0,3,0,1,,
Act-5038-358,0,0,0,1,,
Act-5039-359,0,1,0,1,,
Act-5039-359,0,2,0,1,,
Act-5039-359,0,3,0,1,,
Act-5039-359,0,0,0,1,,
Act-5040-360,0,1,0,1,,
Act-5040-360,0,2,0,1,,
Act-5040-360,0,3,0,1,,
Act-5040-360,0,0,0,1,,
Act-5041-361,0,1,0,1,,
Act-5041-361,0,2,0,1,,
Act-5041-361,0,3,0,1,,
Act-5041-361,0,0,0,1,,
Act-5042-362,0,1,0,1,,
Act-5042-362,0,2,0,1,,
Act-5042-362,0,3,0,1,,
Act-5042-362,0,0,0,1,,
Act-5043-363,0,1,0,1,,
Act-5043-363,0,2,0,1,,
Act-5043-363,0,3,0,1,,
Act-5043-363,0,0,0,1,,
Act-5044-364,0,1,0,1,,
Act-5044-364,0,2,0,1,,
Act-5044-364,0,3,0,1,,
Act-5044-364,0,0,0,1,,
Act-5045-365,0,1,0,1,,
Act-5045-365,0,2,0,1,,
Act-5045-365,0,3,0,1,,
Act-5045-365,0,0,0,1,,
Act-5046-366,0,1,0,1,,
Act-5046-366,0,2,0,1,,
Act-5046-366,0,3,0,1,,
Act-5046-366,0,0,0,1,,
Act-5047-367,0,1,0,1,,
Act-5047-367,0,2,0,1,,
Act-5047-367,0,3,0,1,,
Act-5047-367,0,0,0,1,,
Act-5048-368,0,1,0,1,,
Act-5048-368,0,2,0,1,,
Act-5048-368,0,3,0,1,,
Act-5048-368,0,0,0,1,,
Act-5049-369,0,1,0,1,,
Act-5049-369,0,2,0,1,,
Act-5049-369,0,3,0,1,,
Act-5049-369,0,0,0,1,,
Act-5050-370,0,1,0,1,,
Act-5050-370,0,2,0,1,,
Act-5050-370,0,3,0,1,,
Act-5050-370,0,0,0,1,,
Act-5051-371,0,1,0,1,,
Act-5051-371,0,2,0,1,,
Act-5051-371,0,3,0,1,,
Act-5051-371,0,0,0,1,,
Act-5052-372,0,1,0,1,,
Act-5052-372,0,2,0,1,,
Act-5052-372,0,3,0,1,,
Act-5052-372,0,0,0,1,,
Act-5053-373,0,1,0,1,,
Act-5053-373,0,2,0,1,,
Act-5053-373,0,3,0,1,,
Act-5053-373,0,0,0,1,,
Act-5054-374,0,1,0,1,,
Act-5054-374,0,2,0,1,,
Act-5054-374,0,3,0,1,,
Act-5054-374,0,0,0,1,,
Act-5055-375,0,1,0,1,,
Act-5055-375,0,2,0,1,,
Act-5055-375,0,3,0,1,,
Act-5055-375,0,0,0,1,,
Act-5056-376,0,1,0,1,,
Act-5056-376,0,2,0,1,,
Act-5056-376,0,3,0,1,,
Act-5056-376,0,0,0,1,,
Act-5057-377,0,1,0,1,,
Act-5057-377,0,2,0,1,,
Act-5057-377,0,3,0,1,,
Act-5057-377,0,0,0,1,,
Act-5058-378,0,1,0,1,,
Act-5058-378,0,2,0,1,,
Act-5058-378,0,3,0,1,,
Act-5058-378,0,0,0,1,,
Act-5059-379,0,1,0,1,,
Act-5059-379,0,2,0,1,,
Act-5059-379,0,3,0,1,,
Act-5059-379,0,0,0,1,,
Act-5060-380,0,1,0,1,,
Act-5060-380,0,2,0,1,,
Act-5060-380,0,3,0,1,,
Act-5060-380,0,0,0,1,,
Act-5061-381,0,1,0,1,,
Act-5061-381,0,2,0,1,,
Act-5061-381,0,3,0,1,,
Act-5061-381,0,0,0,1,,
Act-5062-382,0,1,0,1,,
Act-5062-382,0,2,0,1,,
Act-5062-382,0,3,0,1,,
Act-5062-382,0,0,0,1,,
Act-5063-383,0,1,0,1,,
Act-5063-383,0,2,0,1,,
Act-5063-383,0,3,0,1,,
Act-5063-383,0,0,0,1,,
Act-5064-384,0,1,0,1,,
Act-5064-384,0,2,0,1,,
Act-5064-384,0,3,0,1,,
Act-5064-384,0,0,0,1,,
Act-5065-385,0,1,0,1,,
Act-5065-385,0,2,0,1,,
