Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Item.[ItemKey],Location.[LocationKey],Version.[VersionKey],Material Production Graph Association,Material Production Min Qty,Material Production Multiple Qty,Material Production Priority,Material Production Qty Per,No Build
Act-5062-302,0,3,3,302,0,1,50,25,1,1,
Act-5062-302,0,0,0,302,0,1,50,25,1,1,
Act-5063-303,0,1,1,303,0,1,50,25,1,1,
Act-5063-303,0,2,2,303,0,1,50,25,1,1,
Act-5063-303,0,3,3,303,0,1,50,25,1,1,
Act-5063-303,0,0,0,303,0,1,50,25,1,1,
Act-5064-304,0,1,1,304,0,1,50,25,1,1,
Act-5064-304,0,2,2,304,0,1,50,25,1,1,
Act-5064-304,0,3,3,304,0,1,50,25,1,1,
Act-5064-304,0,0,0,304,0,1,50,25,1,1,
Act-5065-305,0,1,1,305,0,1,50,25,1,1,
Act-5065-305,0,2,2,305,0,1,50,25,1,1,
Act-5065-305,0,3,3,305,0,1,50,25,1,1,
Act-5065-305,0,0,0,305,0,1,50,25,1,1,
Act-5066-306,0,1,1,306,0,1,50,25,1,1,
Act-5066-306,0,2,2,306,0,1,50,25,1,1,
Act-5066-306,0,3,3,306,0,1,50,25,1,1,
Act-5066-306,0,0,0,306,0,1,50,25,1,1,
Act-5067-307,0,1,1,307,0,1,50,25,1,1,
Act-5067-307,0,2,2,307,0,1,50,25,1,1,
Act-5067-307,0,3,3,307,0,1,50,25,1,1,
Act-5067-307,0,0,0,307,0,1,50,25,1,1,
Act-5068-308,0,1,1,308,0,1,50,25,1,1,
Act-5068-308,0,2,2,308,0,1,50,25,1,1,
Act-5068-308,0,3,3,308,0,1,50,25,1,1,
Act-5068-308,0,0,0,308,0,1,50,25,1,1,
Act-5069-309,0,1,1,309,0,1,50,25,1,1,
Act-5069-309,0,2,2,309,0,1,50,25,1,1,
Act-5069-309,0,3,3,309,0,1,50,25,1,1,
Act-5069-309,0,0,0,309,0,1,50,25,1,1,
Act-5070-310,0,1,1,310,0,1,50,25,1,1,
Act-5070-310,0,2,2,310,0,1,50,25,1,1,
Act-5070-310,0,3,3,310,0,1,50,25,1,1,
Act-5070-310,0,0,0,310,0,1,50,25,1,1,
Act-5071-311,0,1,1,311,0,1,50,25,1,1,
Act-5071-311,0,2,2,311,0,1,50,25,1,1,
Act-5071-311,0,3,3,311,0,1,50,25,1,1,
Act-5071-311,0,0,0,311,0,1,50,25,1,1,
Act-5072-312,0,1,1,312,0,1,50,25,1,1,
Act-5072-312,0,2,2,312,0,1,50,25,1,1,
Act-5072-312,0,3,3,312,0,1,50,25,1,1,
Act-5072-312,0,0,0,312,0,1,50,25,1,1,
Act-5073-313,0,1,1,313,0,1,50,25,1,1,
Act-5073-313,0,2,2,313,0,1,50,25,1,1,
Act-5073-313,0,3,3,313,0,1,50,25,1,1,
Act-5073-313,0,0,0,313,0,1,50,25,1,1,
Act-5074-314,0,1,1,314,0,1,50,25,1,1,
Act-5074-314,0,2,2,314,0,1,50,25,1,1,
Act-5074-314,0,3,3,314,0,1,50,25,1,1,
Act-5074-314,0,0,0,314,0,1,50,25,1,1,
Act-5075-315,0,1,1,315,0,1,50,25,1,1,
Act-5075-315,0,2,2,315,0,1,50,25,1,1,
Act-5075-315,0,3,3,315,0,1,50,25,1,1,
Act-5075-315,0,0,0,315,0,1,50,25,1,1,
Act-5076-316,0,1,1,316,0,1,50,25,1,1,
Act-5076-316,0,2,2,316,0,1,50,25,1,1,
Act-5076-316,0,3,3,316,0,1,50,25,1,1,
Act-5076-316,0,0,0,316,0,1,50,25,1,1,
Act-5077-317,0,1,1,317,0,1,50,25,1,1,
Act-5077-317,0,2,2,317,0,1,50,25,1,1,
Act-5077-317,0,3,3,317,0,1,50,25,1,1,
Act-5077-317,0,0,0,317,0,1,50,25,1,1,
Act-5078-318,0,1,1,318,0,1,50,25,1,1,
Act-5078-318,0,2,2,318,0,1,50,25,1,1,
Act-5078-318,0,3,3,318,0,1,50,25,1,1,
Act-5078-318,0,0,0,318,0,1,50,25,1,1,
Act-5079-319,0,1,1,319,0,1,50,25,1,1,
Act-5079-319,0,2,2,319,0,1,50,25,1,1,
Act-5079-319,0,3,3,319,0,1,50,25,1,1,
Act-5079-319,0,0,0,319,0,1,50,25,1,1,
Act-5000-320,0,1,1,320,0,1,50,25,1,1,
Act-5000-320,0,2,2,320,0,1,50,25,1,1,
Act-5000-320,0,3,3,320,0,1,50,25,1,1,
Act-5000-320,0,0,0,320,0,1,50,25,1,1,
Act-5001-321,0,1,1,321,0,1,50,25,1,1,
Act-5001-321,0,2,2,321,0,1,50,25,1,1,
Act-5001-321,0,3,3,321,0,1,50,25,1,1,
Act-5001-321,0,0,0,321,0,1,50,25,1,1,
Act-5002-322,0,1,1,322,0,1,50,25,1,1,
Act-5002-322,0,2,2,322,0,1,50,25,1,1,
Act-5002-322,0,3,3,322,0,1,50,25,1,1,
Act-5002-322,0,0,0,322,0,1,50,25,1,1,
Act-5003-323,0,1,1,323,0,1,50,25,1,1,
Act-5003-323,0,2,2,323,0,1,50,25,1,1,
Act-5003-323,0,3,3,323,0,1,50,25,1,1,
Act-5003-323,0,0,0,323,0,1,50,25,1,1,
Act-5004-324,0,1,1,324,0,1,50,25,1,1,
Act-5004-324,0,2,2,324,0,1,50,25,1,1,
Act-5004-324,0,3,3,324,0,1,50,25,1,1,
Act-5004-324,0,0,0,324,0,1,50,25,1,1,
Act-5005-325,0,1,1,325,0,1,50,25,1,1,
Act-5005-325,0,2,2,325,0,1,50,25,1,1,
Act-5005-325,0,3,3,325,0,1,50,25,1,1,
Act-5005-325,0,0,0,325,0,1,50,25,1,1,
Act-5006-326,0,1,1,326,0,1,50,25,1,1,
Act-5006-326,0,2,2,326,0,1,50,25,1,1,
Act-5006-326,0,3,3,326,0,1,50,25,1,1,
Act-5006-326,0,0,0,326,0,1,50,25,1,1,
Act-5007-327,0,1,1,327,0,1,50,25,1,1,
Act-5007-327,0,2,2,327,0,1,50,25,1,1,
Act-5007-327,0,3,3,327,0,1,50,25,1,1,
Act-5007-327,0,0,0,327,0,1,50,25,1,1,
Act-5008-328,0,1,1,328,0,1,50,25,1,1,
Act-5008-328,0,2,2,328,0,1,50,25,1,1,
Act-5008-328,0,3,3,328,0,1,50,25,1,1,
Act-5008-328,0,0,0,328,0,1,50,25,1,1,
Act-5009-329,0,1,1,329,0,1,50,25,1,1,
Act-5009-329,0,2,2,329,0,1,50,25,1,1,
Act-5009-329,0,3,3,329,0,1,50,25,1,1,
Act-5009-329,0,0,0,329,0,1,50,25,1,1,
Act-5010-330,0,1,1,330,0,1,50,25,1,1,
Act-5010-330,0,2,2,330,0,1,50,25,1,1,
Act-5010-330,0,3,3,330,0,1,50,25,1,1,
Act-5010-330,0,0,0,330,0,1,50,25,1,1,
Act-5011-331,0,1,1,331,0,1,50,25,1,1,
Act-5011-331,0,2,2,331,0,1,50,25,1,1,
Act-5011-331,0,3,3,331,0,1,50,25,1,1,
Act-5011-331,0,0,0,331,0,1,50,25,1,1,
Act-5012-332,0,1,1,332,0,1,50,25,1,1,
Act-5012-332,0,2,2,332,0,1,50,25,1,1,
Act-5012-332,0,3,3,332,0,1,50,25,1,1,
Act-5012-332,0,0,0,332,0,1,50,25,1,1,
Act-5013-333,0,1,1,333,0,1,50,25,1,1,
Act-5013-333,0,2,2,333,0,1,50,25,1,1,
Act-5013-333,0,3,3,333,0,1,50,25,1,1,
Act-5013-333,0,0,0,333,0,1,50,25,1,1,
Act-5014-334,0,1,1,334,0,1,50,25,1,1,
Act-5014-334,0,2,2,334,0,1,50,25,1,1,
Act-5014-334,0,3,3,334,0,1,50,25,1,1,
Act-5014-334,0,0,0,334,0,1,50,25,1,1,
Act-5015-335,0,1,1,335,0,1,50,25,1,1,
Act-5015-335,0,2,2,335,0,1,50,25,1,1,
Act-5015-335,0,3,3,335,0,1,50,25,1,1,
Act-5015-335,0,0,0,335,0,1,50,25,1,1,
Act-5016-336,0,1,1,336,0,1,50,25,1,1,
Act-5016-336,0,2,2,336,0,1,50,25,1,1,
Act-5016-336,0,3,3,336,0,1,50,25,1,1,
Act-5016-336,0,0,0,336,0,1,50,25,1,1,
Act-5017-337,0,1,1,337,0,1,50,25,1,1,
Act-5017-337,0,2,2,337,0,1,50,25,1,1,
Act-5017-337,0,3,3,337,0,1,50,25,1,1,
Act-5017-337,0,0,0,337,0,1,50,25,1,1,
Act-5018-338,0,1,1,338,0,1,50,25,1,1,
Act-5018-338,0,2,2,338,0,1,50,25,1,1,
Act-5018-338,0,3,3,338,0,1,50,25,1,1,
Act-5018-338,0,0,0,338,0,1,50,25,1,1,
Act-5019-339,0,1,1,339,0,1,50,25,1,1,
Act-5019-339,0,2,2,339,0,1,50,25,1,1,
Act-5019-339,0,3,3,339,0,1,50,25,1,1,
Act-5019-339,0,0,0,339,0,1,50,25,1,1,
Act-5020-340,0,1,1,340,0,1,50,25,1,1,
Act-5020-340,0,2,2,340,0,1,50,25,1,1,
Act-5020-340,0,3,3,340,0,1,50,25,1,1,
Act-5020-340,0,0,0,340,0,1,50,25,1,1,
Act-5021-341,0,1,1,341,0,1,50,25,1,1,
Act-5021-341,0,2,2,341,0,1,50,25,1,1,
Act-5021-341,0,3,3,341,0,1,50,25,1,1,
Act-5021-341,0,0,0,341,0,1,50,25,1,1,
Act-5022-342,0,1,1,342,0,1,50,25,1,1,
Act-5022-342,0,2,2,342,0,1,50,25,1,1,
Act-5022-342,0,3,3,342,0,1,50,25,1,1,
Act-5022-342,0,0,0,342,0,1,50,25,1,1,
Act-5023-343,0,1,1,343,0,1,50,25,1,1,
Act-5023-343,0,2,2,343,0,1,50,25,1,1,
Act-5023-343,0,3,3,343,0,1,50,25,1,1,
Act-5023-343,0,0,0,343,0,1,50,25,1,1,
Act-5024-344,0,1,1,344,0,1,50,25,1,1,
Act-5024-344,0,2,2,344,0,1,50,25,1,1,
Act-5024-344,0,3,3,344,0,1,50,25,1,1,
Act-5024-344,0,0,0,344,0,1,50,25,1,1,
Act-5025-345,0,1,1,345,0,1,50,25,1,1,
Act-5025-345,0,2,2,345,0,1,50,25,1,1,
Act-5025-345,0,3,3,345,0,1,50,25,1,1,
Act-5025-345,0,0,0,345,0,1,50,25,1,1,
Act-5026-346,0,1,1,346,0,1,50,25,1,1,
Act-5026-346,0,2,2,346,0,1,50,25,1,1,
Act-5026-346,0,3,3,346,0,1,50,25,1,1,
Act-5026-346,0,0,0,346,0,1,50,25,1,1,
Act-5027-347,0,1,1,347,0,1,50,25,1,1,
Act-5027-347,0,2,2,347,0,1,50,25,1,1,
Act-5027-347,0,3,3,347,0,1,50,25,1,1,
Act-5027-347,0,0,0,347,0,1,50,25,1,1,
Act-5028-348,0,1,1,348,0,1,50,25,1,1,
Act-5028-348,0,2,2,348,0,1,50,25,1,1,
Act-5028-348,0,3,3,348,0,1,50,25,1,1,
Act-5028-348,0,0,0,348,0,1,50,25,1,1,
Act-5029-349,0,1,1,349,0,1,50,25,1,1,
Act-5029-349,0,2,2,349,0,1,50,25,1,1,
Act-5029-349,0,3,3,349,0,1,50,25,1,1,
Act-5029-349,0,0,0,349,0,1,50,25,1,1,
Act-5030-350,0,1,1,350,0,1,50,25,1,1,
Act-5030-350,0,2,2,350,0,1,50,25,1,1,
Act-5030-350,0,3,3,350,0,1,50,25,1,1,
Act-5030-350,0,0,0,350,0,1,50,25,1,1,
Act-5031-351,0,1,1,351,0,1,50,25,1,1,
Act-5031-351,0,2,2,351,0,1,50,25,1,1,
Act-5031-351,0,3,3,351,0,1,50,25,1,1,
Act-5031-351,0,0,0,351,0,1,50,25,1,1,
Act-5032-352,0,1,1,352,0,1,50,25,1,1,
Act-5032-352,0,2,2,352,0,1,50,25,1,1,
Act-5032-352,0,3,3,352,0,1,50,25,1,1,
Act-5032-352,0,0,0,352,0,1,50,25,1,1,
Act-5033-353,0,1,1,353,0,1,50,25,1,1,
Act-5033-353,0,2,2,353,0,1,50,25,1,1,
Act-5033-353,0,3,3,353,0,1,50,25,1,1,
Act-5033-353,0,0,0,353,0,1,50,25,1,1,
Act-5034-354,0,1,1,354,0,1,50,25,1,1,
Act-5034-354,0,2,2,354,0,1,50,25,1,1,
Act-5034-354,0,3,3,354,0,1,50,25,1,1,
Act-5034-354,0,0,0,354,0,1,50,25,1,1,
Act-5035-355,0,1,1,355,0,1,50,25,1,1,
Act-5035-355,0,2,2,355,0,1,50,25,1,1,
Act-5035-355,0,3,3,355,0,1,50,25,1,1,
Act-5035-355,0,0,0,355,0,1,50,25,1,1,
Act-5036-356,0,1,1,356,0,1,50,25,1,1,
Act-5036-356,0,2,2,356,0,1,50,25,1,1,
Act-5036-356,0,3,3,356,0,1,50,25,1,1,
Act-5036-356,0,0,0,356,0,1,50,25,1,1,
Act-5037-357,0,1,1,357,0,1,50,25,1,1,
Act-5037-357,0,2,2,357,0,1,50,25,1,1,
Act-5037-357,0,3,3,357,0,1,50,25,1,1,
Act-5037-357,0,0,0,357,0,1,50,25,1,1,
Act-5038-358,0,1,1,358,0,1,50,25,1,1,
Act-5038-358,0,2,2,358,0,1,50,25,1,1,
Act-5038-358,0,3,3,358,0,1,50,25,1,1,
Act-5038-358,0,0,0,358,0,1,50,25,1,1,
Act-5039-359,0,1,1,359,0,1,50,25,1,1,
Act-5039-359,0,2,2,359,0,1,50,25,1,1,
Act-5039-359,0,3,3,359,0,1,50,25,1,1,
Act-5039-359,0,0,0,359,0,1,50,25,1,1,
Act-5040-360,0,1,1,360,0,1,50,25,1,1,
Act-5040-360,0,2,2,360,0,1,50,25,1,1,
Act-5040-360,0,3,3,360,0,1,50,25,1,1,
Act-5040-360,0,0,0,360,0,1,50,25,1,1,
Act-5041-361,0,1,1,361,0,1,50,25,1,1,
Act-5041-361,0,2,2,361,0,1,50,25,1,1,
Act-5041-361,0,3,3,361,0,1,50,25,1,1,
Act-5041-361,0,0,0,361,0,1,50,25,1,1,
Act-5042-362,0,1,1,362,0,1,50,25,1,1,
Act-5042-362,0,2,2,362,0,1,50,25,1,1,
Act-5042-362,0,3,3,362,0,1,50,25,1,1,
Act-5042-362,0,0,0,362,0,1,50,25,1,1,
Act-5043-363,0,1,1,363,0,1,50,25,1,1,
Act-5043-363,0,2,2,363,0,1,50,25,1,1,
Act-5043-363,0,3,3,363,0,1,50,25,1,1,
Act-5043-363,0,0,0,363,0,1,50,25,1,1,
Act-5044-364,0,1,1,364,0,1,50,25,1,1,
Act-5044-364,0,2,2,364,0,1,50,25,1,1,
Act-5044-364,0,3,3,364,0,1,50,25,1,1,
Act-5044-364,0,0,0,364,0,1,50,25,1,1,
Act-5045-365,0,1,1,365,0,1,50,25,1,1,
Act-5045-365,0,2,2,365,0,1,50,25,1,1,
Act-5045-365,0,3,3,365,0,1,50,25,1,1,
Act-5045-365,0,0,0,365,0,1,50,25,1,1,
Act-5046-366,0,1,1,366,0,1,50,25,1,1,
Act-5046-366,0,2,2,366,0,1,50,25,1,1,
Act-5046-366,0,3,3,366,0,1,50,25,1,1,
Act-5046-366,0,0,0,366,0,1,50,25,1,1,
Act-5047-367,0,1,1,367,0,1,50,25,1,1,
Act-5047-367,0,2,2,367,0,1,50,25,1,1,
Act-5047-367,0,3,3,367,0,1,50,25,1,1,
Act-5047-367,0,0,0,367,0,1,50,25,1,1,
Act-5048-368,0,1,1,368,0,1,50,25,1,1,
Act-5048-368,0,2,2,368,0,1,50,25,1,1,
Act-5048-368,0,3,3,368,0,1,50,25,1,1,
Act-5048-368,0,0,0,368,0,1,50,25,1,1,
Act-5049-369,0,1,1,369,0,1,50,25,1,1,
Act-5049-369,0,2,2,369,0,1,50,25,1,1,
Act-5049-369,0,3,3,369,0,1,50,25,1,1,
Act-5049-369,0,0,0,369,0,1,50,25,1,1,
Act-5050-370,0,1,1,370,0,1,50,25,1,1,
Act-5050-370,0,2,2,370,0,1,50,25,1,1,
Act-5050-370,0,3,3,370,0,1,50,25,1,1,
Act-5050-370,0,0,0,370,0,1,50,25,1,1,
Act-5051-371,0,1,1,371,0,1,50,25,1,1,
Act-5051-371,0,2,2,371,0,1,50,25,1,1,
Act-5051-371,0,3,3,371,0,1,50,25,1,1,
Act-5051-371,0,0,0,371,0,1,50,25,1,1,
Act-5052-372,0,1,1,372,0,1,50,25,1,1,
Act-5052-372,0,2,2,372,0,1,50,25,1,1,
Act-5052-372,0,3,3,372,0,1,50,25,1,1,
Act-5052-372,0,0,0,372,0,1,50,25,1,1,
Act-5053-373,0,1,1,373,0,1,50,25,1,1,
Act-5053-373,0,2,2,373,0,1,50,25,1,1,
Act-5053-373,0,3,3,373,0,1,50,25,1,1,
Act-5053-373,0,0,0,373,0,1,50,25,1,1,
Act-5054-374,0,1,1,374,0,1,50,25,1,1,
Act-5054-374,0,2,2,374,0,1,50,25,1,1,
Act-5054-374,0,3,3,374,0,1,50,25,1,1,
Act-5054-374,0,0,0,374,0,1,50,25,1,1,
Act-5055-375,0,1,1,375,0,1,50,25,1,1,
Act-5055-375,0,2,2,375,0,1,50,25,1,1,
Act-5055-375,0,3,3,375,0,1,50,25,1,1,
Act-5055-375,0,0,0,375,0,1,50,25,1,1,
Act-5056-376,0,1,1,376,0,1,50,25,1,1,
Act-5056-376,0,2,2,376,0,1,50,25,1,1,
Act-5056-376,0,3,3,376,0,1,50,25,1,1,
Act-5056-376,0,0,0,376,0,1,50,25,1,1,
Act-5057-377,0,1,1,377,0,1,50,25,1,1,
Act-5057-377,0,2,2,377,0,1,50,25,1,1,
Act-5057-377,0,3,3,377,0,1,50,25,1,1,
Act-5057-377,0,0,0,377,0,1,50,25,1,1,
Act-5058-378,0,1,1,378,0,1,50,25,1,1,
Act-5058-378,0,2,2,378,0,1,50,25,1,1,
Act-5058-378,0,3,3,378,0,1,50,25,1,1,
Act-5058-378,0,0,0,378,0,1,50,25,1,1,
Act-5059-379,0,1,1,379,0,1,50,25,1,1,
Act-5059-379,0,2,2,379,0,1,50,25,1,1,
Act-5059-379,0,3,3,379,0,1,50,25,1,1,
Act-5059-379,0,0,0,379,0,1,50,25,1,1,
Act-5060-380,0,1,1,380,0,1,50,25,1,1,
Act-5060-380,0,2,2,380,0,1,50,25,1,1,
Act-5060-380,0,3,3,380,0,1,50,25,1,1,
Act-5060-380,0,0,0,380,0,1,50,25,1,1,
Act-5061-381,0,1,1,381,0,1,50,25,1,1,
Act-5061-381,0,2,2,381,0,1,50,25,1,1,
Act-5061-381,0,3,3,381,0,1,50,25,1,1,
Act-5061-381,0,0,0,381,0,1,50,25,1,1,
Act-5062-382,0,1,1,382,0,1,50,25,1,1,
Act-5062-382,0,2,2,382,0,1,50,25,1,1,
Act-5062-382,0,3,3,382,0,1,50,25,1,1,
Act-5062-382,0,0,0,382,0,1,50,25,1,1,
Act-5063-383,0,1,1,383,0,1,50,25,1,1,
Act-5063-383,0,2,2,383,0,1,50,25,1,1,
Act-5063-383,0,3,3,383,0,1,50,25,1,1,
Act-5063-383,0,0,0,383,0,1,50,25,1,1,
Act-5064-384,0,1,1,384,0,1,50,25,1,1,
Act-5064-384,0,2,2,384,0,1,50,25,1,1,
Act-5064-384,0,3,3,384,0,1,50,25,1,1,
Act-5064-384,0,0,0,384,0,1,50,25,1,1,
Act-5065-385,0,1,1,385,0,1,50,25,1,1,
Act-5065-385,0,2,2,385,0,1,50,25,1,1,
Act-5065-385,0,3,3,385,0,1,50,25,1,1,
Act-5065-385,0,0,0,385,0,1,50,25,1,1,
Act-5066-386,0,1,1,386,0,1,50,25,1,1,
Act-5066-386,0,2,2,386,0,1,50,25,1,1,
Act-5066-386,0,3,3,386,0,1,50,25,1,1,
Act-5066-386,0,0,0,386,0,1,50,25,1,1,
Act-5067-387,0,1,1,387,0,1,50,25,1,1,
Act-5067-387,0,2,2,387,0,1,50,25,1,1,
Act-5067-387,0,3,3,387,0,1,50,25,1,1,
Act-5067-387,0,0,0,387,0,1,50,25,1,1,
Act-5068-388,0,1,1,388,0,1,50,25,1,1,
Act-5068-388,0,2,2,388,0,1,50,25,1,1,
Act-5068-388,0,3,3,388,0,1,50,25,1,1,
Act-5068-388,0,0,0,388,0,1,50,25,1,1,
Act-5069-389,0,1,1,389,0,1,50,25,1,1,
Act-5069-389,0,2,2,389,0,1,50,25,1,1,
Act-5069-389,0,3,3,389,0,1,50,25,1,1,
Act-5069-389,0,0,0,389,0,1,50,25,1,1,
Act-5070-390,0,1,1,390,0,1,50,25,1,1,
Act-5070-390,0,2,2,390,0,1,50,25,1,1,
Act-5070-390,0,3,3,390,0,1,50,25,1,1,
Act-5070-390,0,0,0,390,0,1,50,25,1,1,
Act-5071-391,0,1,1,391,0,1,50,25,1,1,
Act-5071-391,0,2,2,391,0,1,50,25,1,1,
Act-5071-391,0,3,3,391,0,1,50,25,1,1,
Act-5071-391,0,0,0,391,0,1,50,25,1,1,
Act-5072-392,0,1,1,392,0,1,50,25,1,1,
Act-5072-392,0,2,2,392,0,1,50,25,1,1,
Act-5072-392,0,3,3,392,0,1,50,25,1,1,
Act-5072-392,0,0,0,392,0,1,50,25,1,1,
Act-5073-393,0,1,1,393,0,1,50,25,1,1,
Act-5073-393,0,2,2,393,0,1,50,25,1,1,
Act-5073-393,0,3,3,393,0,1,50,25,1,1,
Act-5073-393,0,0,0,393,0,1,50,25,1,1,
Act-5074-394,0,1,1,394,0,1,50,25,1,1,
Act-5074-394,0,2,2,394,0,1,50,25,1,1,
Act-5074-394,0,3,3,394,0,1,50,25,1,1,
Act-5074-394,0,0,0,394,0,1,50,25,1,1,
Act-5075-395,0,1,1,395,0,1,50,25,1,1,
Act-5075-395,0,2,2,395,0,1,50,25,1,1,
Act-5075-395,0,3,3,395,0,1,50,25,1,1,
Act-5075-395,0,0,0,395,0,1,50,25,1,1,
Act-5076-396,0,1,1,396,0,1,50,25,1,1,
Act-5076-396,0,2,2,396,0,1,50,25,1,1,
Act-5076-396,0,3,3,396,0,1,50,25,1,1,
Act-5076-396,0,0,0,396,0,1,50,25,1,1,
Act-5077-397,0,1,1,397,0,1,50,25,1,1,
Act-5077-397,0,2,2,397,0,1,50,25,1,1,
Act-5077-397,0,3,3,397,0,1,50,25,1,1,
Act-5077-397,0,0,0,397,0,1,50,25,1,1,
Act-5078-398,0,1,1,398,0,1,50,25,1,1,
Act-5078-398,0,2,2,398,0,1,50,25,1,1,
Act-5078-398,0,3,3,398,0,1,50,25,1,1,
Act-5078-398,0,0,0,398,0,1,50,25,1,1,
Act-5079-399,0,1,1,399,0,1,50,25,1,1,
Act-5079-399,0,2,2,399,0,1,50,25,1,1,
Act-5079-399,0,3,3,399,0,1,50,25,1,1,
Act-5079-399,0,0,0,399,0,1,50,25,1,1,
Act-5000-400,0,1,1,400,0,1,50,25,1,1,
Act-5000-400,0,2,2,400,0,1,50,25,1,1,
Act-5000-400,0,3,3,400,0,1,50,25,1,1,
Act-5000-400,0,0,0,400,0,1,50,25,1,1,
Act-5001-401,0,1,1,401,0,1,50,25,1,1,
Act-5001-401,0,2,2,401,0,1,50,25,1,1,
Act-5001-401,0,3,3,401,0,1,50,25,1,1,
Act-5001-401,0,0,0,401,0,1,50,25,1,1,
Act-5002-402,0,1,1,402,0,1,50,25,1,1,
Act-5002-402,0,2,2,402,0,1,50,25,1,1,
Act-5002-402,0,3,3,402,0,1,50,25,1,1,
Act-5002-402,0,0,0,402,0,1,50,25,1,1,
Act-5003-403,0,1,1,403,0,1,50,25,1,1,
Act-5003-403,0,2,2,403,0,1,50,25,1,1,
Act-5003-403,0,3,3,403,0,1,50,25,1,1,
Act-5003-403,0,0,0,403,0,1,50,25,1,1,
Act-5004-404,0,1,1,404,0,1,50,25,1,1,
Act-5004-404,0,2,2,404,0,1,50,25,1,1,
Act-5004-404,0,3,3,404,0,1,50,25,1,1,
Act-5004-404,0,0,0,404,0,1,50,25,1,1,
Act-5005-405,0,1,1,405,0,1,50,25,1,1,
Act-5005-405,0,2,2,405,0,1,50,25,1,1,
Act-5005-405,0,3,3,405,0,1,50,25,1,1,
Act-5005-405,0,0,0,405,0,1,50,25,1,1,
Act-5006-406,0,1,1,406,0,1,50,25,1,1,
Act-5006-406,0,2,2,406,0,1,50,25,1,1,
Act-5006-406,0,3,3,406,0,1,50,25,1,1,
Act-5006-406,0,0,0,406,0,1,50,25,1,1,
Act-5007-407,0,1,1,407,0,1,50,25,1,1,
Act-5007-407,0,2,2,407,0,1,50,25,1,1,
Act-5007-407,0,3,3,407,0,1,50,25,1,1,
Act-5007-407,0,0,0,407,0,1,50,25,1,1,
Act-5008-408,0,1,1,408,0,1,50,25,1,1,
Act-5008-408,0,2,2,408,0,1,50,25,1,1,
Act-5008-408,0,3,3,408,0,1,50,25,1,1,
Act-5008-408,0,0,0,408,0,1,50,25,1,1,
Act-5009-409,0,1,1,409,0,1,50,25,1,1,
Act-5009-409,0,2,2,409,0,1,50,25,1,1,
Act-5009-409,0,3,3,409,0,1,50,25,1,1,
Act-5009-409,0,0,0,409,0,1,50,25,1,1,
Act-5010-410,0,1,1,410,0,1,50,25,1,1,
Act-5010-410,0,2,2,410,0,1,50,25,1,1,
Act-5010-410,0,3,3,410,0,1,50,25,1,1,
Act-5010-410,0,0,0,410,0,1,50,25,1,1,
Act-5011-411,0,1,1,411,0,1,50,25,1,1,
Act-5011-411,0,2,2,411,0,1,50,25,1,1,
Act-5011-411,0,3,3,411,0,1,50,25,1,1,
Act-5011-411,0,0,0,411,0,1,50,25,1,1,
Act-5012-412,0,1,1,412,0,1,50,25,1,1,
Act-5012-412,0,2,2,412,0,1,50,25,1,1,
Act-5012-412,0,3,3,412,0,1,50,25,1,1,
Act-5012-412,0,0,0,412,0,1,50,25,1,1,
Act-5013-413,0,1,1,413,0,1,50,25,1,1,
Act-5013-413,0,2,2,413,0,1,50,25,1,1,
Act-5013-413,0,3,3,413,0,1,50,25,1,1,
Act-5013-413,0,0,0,413,0,1,50,25,1,1,
Act-5014-414,0,1,1,414,0,1,50,25,1,1,
Act-5014-414,0,2,2,414,0,1,50,25,1,1,
Act-5014-414,0,3,3,414,0,1,50,25,1,1,
Act-5014-414,0,0,0,414,0,1,50,25,1,1,
Act-5015-415,0,1,1,415,0,1,50,25,1,1,
Act-5015-415,0,2,2,415,0,1,50,25,1,1,
Act-5015-415,0,3,3,415,0,1,50,25,1,1,
Act-5015-415,0,0,0,415,0,1,50,25,1,1,
Act-5016-416,0,1,1,416,0,1,50,25,1,1,
Act-5016-416,0,2,2,416,0,1,50,25,1,1,
Act-5016-416,0,3,3,416,0,1,50,25,1,1,
Act-5016-416,0,0,0,416,0,1,50,25,1,1,
Act-5017-417,0,1,1,417,0,1,50,25,1,1,
Act-5017-417,0,2,2,417,0,1,50,25,1,1,
Act-5017-417,0,3,3,417,0,1,50,25,1,1,
Act-5017-417,0,0,0,417,0,1,50,25,1,1,
Act-5018-418,0,1,1,418,0,1,50,25,1,1,
Act-5018-418,0,2,2,418,0,1,50,25,1,1,
Act-5018-418,0,3,3,418,0,1,50,25,1,1,
Act-5018-418,0,0,0,418,0,1,50,25,1,1,
Act-5019-419,0,1,1,419,0,1,50,25,1,1,
Act-5019-419,0,2,2,419,0,1,50,25,1,1,
Act-5019-419,0,3,3,419,0,1,50,25,1,1,
Act-5019-419,0,0,0,419,0,1,50,25,1,1,
Act-5020-420,0,1,1,420,0,1,50,25,1,1,
Act-5020-420,0,2,2,420,0,1,50,25,1,1,
Act-5020-420,0,3,3,420,0,1,50,25,1,1,
Act-5020-420,0,0,0,420,0,1,50,25,1,1,
Act-5021-421,0,1,1,421,0,1,50,25,1,1,
Act-5021-421,0,2,2,421,0,1,50,25,1,1,
Act-5021-421,0,3,3,421,0,1,50,25,1,1,
Act-5021-421,0,0,0,421,0,1,50,25,1,1,
