Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Resource.[ResourceKey],Location.[LocationKey],Version.[VersionKey],Capacity Category,Capacity Consumption Graph Association,Capacity Consumption Qty Per,Capacity Graph Priority
Act-5056-296,0,0,Res-296-O,296,0,O,1,1,1
Act-5057-297,0,1,Res-5057,5057,0,I,1,1,1
Act-5057-297,0,1,Res-5057-I,5057,0,I,1,1,1
Act-5057-297,0,1,Res-5057-297,297,0,,1,1,1
Act-5057-297,0,1,Res-297-O,297,0,O,1,1,1
Act-5057-297,0,2,Res-5057,5057,0,I,1,1,1
Act-5057-297,0,2,Res-5057-I,5057,0,I,1,1,1
Act-5057-297,0,2,Res-5057-297,297,0,,1,1,1
Act-5057-297,0,2,Res-297-O,297,0,O,1,1,1
Act-5057-297,0,3,Res-5057,5057,0,I,1,1,1
Act-5057-297,0,3,Res-5057-I,5057,0,I,1,1,1
Act-5057-297,0,3,Res-5057-297,297,0,,1,1,1
Act-5057-297,0,3,Res-297-O,297,0,O,1,1,1
Act-5057-297,0,0,Res-5057,5057,0,I,1,1,1
Act-5057-297,0,0,Res-5057-I,5057,0,I,1,1,1
Act-5057-297,0,0,Res-5057-297,297,0,,1,1,1
Act-5057-297,0,0,Res-297-O,297,0,O,1,1,1
Act-5058-298,0,1,Res-5058,5058,0,I,1,1,1
Act-5058-298,0,1,Res-5058-I,5058,0,I,1,1,1
Act-5058-298,0,1,Res-5058-298,298,0,,1,1,1
Act-5058-298,0,1,Res-298-O,298,0,O,1,1,1
Act-5058-298,0,2,Res-5058,5058,0,I,1,1,1
Act-5058-298,0,2,Res-5058-I,5058,0,I,1,1,1
Act-5058-298,0,2,Res-5058-298,298,0,,1,1,1
Act-5058-298,0,2,Res-298-O,298,0,O,1,1,1
Act-5058-298,0,3,Res-5058,5058,0,I,1,1,1
Act-5058-298,0,3,Res-5058-I,5058,0,I,1,1,1
Act-5058-298,0,3,Res-5058-298,298,0,,1,1,1
Act-5058-298,0,3,Res-298-O,298,0,O,1,1,1
Act-5058-298,0,0,Res-5058,5058,0,I,1,1,1
Act-5058-298,0,0,Res-5058-I,5058,0,I,1,1,1
Act-5058-298,0,0,Res-5058-298,298,0,,1,1,1
Act-5058-298,0,0,Res-298-O,298,0,O,1,1,1
Act-5059-299,0,1,Res-5059,5059,0,I,1,1,1
Act-5059-299,0,1,Res-5059-I,5059,0,I,1,1,1
Act-5059-299,0,1,Res-5059-299,299,0,,1,1,1
Act-5059-299,0,1,Res-299-O,299,0,O,1,1,1
Act-5059-299,0,2,Res-5059,5059,0,I,1,1,1
Act-5059-299,0,2,Res-5059-I,5059,0,I,1,1,1
Act-5059-299,0,2,Res-5059-299,299,0,,1,1,1
Act-5059-299,0,2,Res-299-O,299,0,O,1,1,1
Act-5059-299,0,3,Res-5059,5059,0,I,1,1,1
Act-5059-299,0,3,Res-5059-I,5059,0,I,1,1,1
Act-5059-299,0,3,Res-5059-299,299,0,,1,1,1
Act-5059-299,0,3,Res-299-O,299,0,O,1,1,1
Act-5059-299,0,0,Res-5059,5059,0,I,1,1,1
Act-5059-299,0,0,Res-5059-I,5059,0,I,1,1,1
Act-5059-299,0,0,Res-5059-299,299,0,,1,1,1
Act-5059-299,0,0,Res-299-O,299,0,O,1,1,1
Act-5060-300,0,1,Res-5060,5060,0,I,1,1,1
Act-5060-300,0,1,Res-5060-I,5060,0,I,1,1,1
Act-5060-300,0,1,Res-5060-300,300,0,,1,1,1
Act-5060-300,0,1,Res-300-O,300,0,O,1,1,1
Act-5060-300,0,2,Res-5060,5060,0,I,1,1,1
Act-5060-300,0,2,Res-5060-I,5060,0,I,1,1,1
Act-5060-300,0,2,Res-5060-300,300,0,,1,1,1
Act-5060-300,0,2,Res-300-O,300,0,O,1,1,1
Act-5060-300,0,3,Res-5060,5060,0,I,1,1,1
Act-5060-300,0,3,Res-5060-I,5060,0,I,1,1,1
Act-5060-300,0,3,Res-5060-300,300,0,,1,1,1
Act-5060-300,0,3,Res-300-O,300,0,O,1,1,1
Act-5060-300,0,0,Res-5060,5060,0,I,1,1,1
Act-5060-300,0,0,Res-5060-I,5060,0,I,1,1,1
Act-5060-300,0,0,Res-5060-300,300,0,,1,1,1
Act-5060-300,0,0,Res-300-O,300,0,O,1,1,1
Act-5061-301,0,1,Res-5061,5061,0,I,1,1,1
Act-5061-301,0,1,Res-5061-I,5061,0,I,1,1,1
Act-5061-301,0,1,Res-5061-301,301,0,,1,1,1
Act-5061-301,0,1,Res-301-O,301,0,O,1,1,1
Act-5061-301,0,2,Res-5061,5061,0,I,1,1,1
Act-5061-301,0,2,Res-5061-I,5061,0,I,1,1,1
Act-5061-301,0,2,Res-5061-301,301,0,,1,1,1
Act-5061-301,0,2,Res-301-O,301,0,O,1,1,1
Act-5061-301,0,3,Res-5061,5061,0,I,1,1,1
Act-5061-301,0,3,Res-5061-I,5061,0,I,1,1,1
Act-5061-301,0,3,Res-5061-301,301,0,,1,1,1
Act-5061-301,0,3,Res-301-O,301,0,O,1,1,1
Act-5061-301,0,0,Res-5061,5061,0,I,1,1,1
Act-5061-301,0,0,Res-5061-I,5061,0,I,1,1,1
Act-5061-301,0,0,Res-5061-301,301,0,,1,1,1
Act-5061-301,0,0,Res-301-O,301,0,O,1,1,1
Act-5062-302,0,1,Res-5062,5062,0,I,1,1,1
Act-5062-302,0,1,Res-5062-I,5062,0,I,1,1,1
Act-5062-302,0,1,Res-5062-302,302,0,,1,1,1
Act-5062-302,0,1,Res-302-O,302,0,O,1,1,1
Act-5062-302,0,2,Res-5062,5062,0,I,1,1,1
Act-5062-302,0,2,Res-5062-I,5062,0,I,1,1,1
Act-5062-302,0,2,Res-5062-302,302,0,,1,1,1
Act-5062-302,0,2,Res-302-O,302,0,O,1,1,1
Act-5062-302,0,3,Res-5062,5062,0,I,1,1,1
Act-5062-302,0,3,Res-5062-I,5062,0,I,1,1,1
Act-5062-302,0,3,Res-5062-302,302,0,,1,1,1
Act-5062-302,0,3,Res-302-O,302,0,O,1,1,1
Act-5062-302,0,0,Res-5062,5062,0,I,1,1,1
Act-5062-302,0,0,Res-5062-I,5062,0,I,1,1,1
Act-5062-302,0,0,Res-5062-302,302,0,,1,1,1
Act-5062-302,0,0,Res-302-O,302,0,O,1,1,1
Act-5063-303,0,1,Res-5063,5063,0,I,1,1,1
Act-5063-303,0,1,Res-5063-I,5063,0,I,1,1,1
Act-5063-303,0,1,Res-5063-303,303,0,,1,1,1
Act-5063-303,0,1,Res-303-O,303,0,O,1,1,1
Act-5063-303,0,2,Res-5063,5063,0,I,1,1,1
Act-5063-303,0,2,Res-5063-I,5063,0,I,1,1,1
Act-5063-303,0,2,Res-5063-303,303,0,,1,1,1
Act-5063-303,0,2,Res-303-O,303,0,O,1,1,1
Act-5063-303,0,3,Res-5063,5063,0,I,1,1,1
Act-5063-303,0,3,Res-5063-I,5063,0,I,1,1,1
Act-5063-303,0,3,Res-5063-303,303,0,,1,1,1
Act-5063-303,0,3,Res-303-O,303,0,O,1,1,1
Act-5063-303,0,0,Res-5063,5063,0,I,1,1,1
Act-5063-303,0,0,Res-5063-I,5063,0,I,1,1,1
Act-5063-303,0,0,Res-5063-303,303,0,,1,1,1
Act-5063-303,0,0,Res-303-O,303,0,O,1,1,1
Act-5064-304,0,1,Res-5064,5064,0,I,1,1,1
Act-5064-304,0,1,Res-5064-I,5064,0,I,1,1,1
Act-5064-304,0,1,Res-5064-304,304,0,,1,1,1
Act-5064-304,0,1,Res-304-O,304,0,O,1,1,1
Act-5064-304,0,2,Res-5064,5064,0,I,1,1,1
Act-5064-304,0,2,Res-5064-I,5064,0,I,1,1,1
Act-5064-304,0,2,Res-5064-304,304,0,,1,1,1
Act-5064-304,0,2,Res-304-O,304,0,O,1,1,1
Act-5064-304,0,3,Res-5064,5064,0,I,1,1,1
Act-5064-304,0,3,Res-5064-I,5064,0,I,1,1,1
Act-5064-304,0,3,Res-5064-304,304,0,,1,1,1
Act-5064-304,0,3,Res-304-O,304,0,O,1,1,1
Act-5064-304,0,0,Res-5064,5064,0,I,1,1,1
Act-5064-304,0,0,Res-5064-I,5064,0,I,1,1,1
Act-5064-304,0,0,Res-5064-304,304,0,,1,1,1
Act-5064-304,0,0,Res-304-O,304,0,O,1,1,1
Act-5065-305,0,1,Res-5065,5065,0,I,1,1,1
Act-5065-305,0,1,Res-5065-I,5065,0,I,1,1,1
Act-5065-305,0,1,Res-5065-305,305,0,,1,1,1
Act-5065-305,0,1,Res-305-O,305,0,O,1,1,1
Act-5065-305,0,2,Res-5065,5065,0,I,1,1,1
Act-5065-305,0,2,Res-5065-I,5065,0,I,1,1,1
Act-5065-305,0,2,Res-5065-305,305,0,,1,1,1
Act-5065-305,0,2,Res-305-O,305,0,O,1,1,1
Act-5065-305,0,3,Res-5065,5065,0,I,1,1,1
Act-5065-305,0,3,Res-5065-I,5065,0,I,1,1,1
Act-5065-305,0,3,Res-5065-305,305,0,,1,1,1
Act-5065-305,0,3,Res-305-O,305,0,O,1,1,1
Act-5065-305,0,0,Res-5065,5065,0,I,1,1,1
Act-5065-305,0,0,Res-5065-I,5065,0,I,1,1,1
Act-5065-305,0,0,Res-5065-305,305,0,,1,1,1
Act-5065-305,0,0,Res-305-O,305,0,O,1,1,1
Act-5066-306,0,1,Res-5066,5066,0,I,1,1,1
Act-5066-306,0,1,Res-5066-I,5066,0,I,1,1,1
Act-5066-306,0,1,Res-5066-306,306,0,,1,1,1
Act-5066-306,0,1,Res-306-O,306,0,O,1,1,1
Act-5066-306,0,2,Res-5066,5066,0,I,1,1,1
Act-5066-306,0,2,Res-5066-I,5066,0,I,1,1,1
Act-5066-306,0,2,Res-5066-306,306,0,,1,1,1
Act-5066-306,0,2,Res-306-O,306,0,O,1,1,1
Act-5066-306,0,3,Res-5066,5066,0,I,1,1,1
Act-5066-306,0,3,Res-5066-I,5066,0,I,1,1,1
Act-5066-306,0,3,Res-5066-306,306,0,,1,1,1
Act-5066-306,0,3,Res-306-O,306,0,O,1,1,1
Act-5066-306,0,0,Res-5066,5066,0,I,1,1,1
Act-5066-306,0,0,Res-5066-I,5066,0,I,1,1,1
Act-5066-306,0,0,Res-5066-306,306,0,,1,1,1
Act-5066-306,0,0,Res-306-O,306,0,O,1,1,1
Act-5067-307,0,1,Res-5067,5067,0,I,1,1,1
Act-5067-307,0,1,Res-5067-I,5067,0,I,1,1,1
Act-5067-307,0,1,Res-5067-307,307,0,,1,1,1
Act-5067-307,0,1,Res-307-O,307,0,O,1,1,1
Act-5067-307,0,2,Res-5067,5067,0,I,1,1,1
Act-5067-307,0,2,Res-5067-I,5067,0,I,1,1,1
Act-5067-307,0,2,Res-5067-307,307,0,,1,1,1
Act-5067-307,0,2,Res-307-O,307,0,O,1,1,1
Act-5067-307,0,3,Res-5067,5067,0,I,1,1,1
Act-5067-307,0,3,Res-5067-I,5067,0,I,1,1,1
Act-5067-307,0,3,Res-5067-307,307,0,,1,1,1
Act-5067-307,0,3,Res-307-O,307,0,O,1,1,1
Act-5067-307,0,0,Res-5067,5067,0,I,1,1,1
Act-5067-307,0,0,Res-5067-I,5067,0,I,1,1,1
Act-5067-307,0,0,Res-5067-307,307,0,,1,1,1
Act-5067-307,0,0,Res-307-O,307,0,O,1,1,1
Act-5068-308,0,1,Res-5068,5068,0,I,1,1,1
Act-5068-308,0,1,Res-5068-I,5068,0,I,1,1,1
Act-5068-308,0,1,Res-5068-308,308,0,,1,1,1
Act-5068-308,0,1,Res-308-O,308,0,O,1,1,1
Act-5068-308,0,2,Res-5068,5068,0,I,1,1,1
Act-5068-308,0,2,Res-5068-I,5068,0,I,1,1,1
Act-5068-308,0,2,Res-5068-308,308,0,,1,1,1
Act-5068-308,0,2,Res-308-O,308,0,O,1,1,1
Act-5068-308,0,3,Res-5068,5068,0,I,1,1,1
Act-5068-308,0,3,Res-5068-I,5068,0,I,1,1,1
Act-5068-308,0,3,Res-5068-308,308,0,,1,1,1
Act-5068-308,0,3,Res-308-O,308,0,O,1,1,1
Act-5068-308,0,0,Res-5068,5068,0,I,1,1,1
Act-5068-308,0,0,Res-5068-I,5068,0,I,1,1,1
Act-5068-308,0,0,Res-5068-308,308,0,,1,1,1
Act-5068-308,0,0,Res-308-O,308,0,O,1,1,1
Act-5069-309,0,1,Res-5069,5069,0,I,1,1,1
Act-5069-309,0,1,Res-5069-I,5069,0,I,1,1,1
Act-5069-309,0,1,Res-5069-309,309,0,,1,1,1
Act-5069-309,0,1,Res-309-O,309,0,O,1,1,1
Act-5069-309,0,2,Res-5069,5069,0,I,1,1,1
Act-5069-309,0,2,Res-5069-I,5069,0,I,1,1,1
Act-5069-309,0,2,Res-5069-309,309,0,,1,1,1
Act-5069-309,0,2,Res-309-O,309,0,O,1,1,1
Act-5069-309,0,3,Res-5069,5069,0,I,1,1,1
Act-5069-309,0,3,Res-5069-I,5069,0,I,1,1,1
Act-5069-309,0,3,Res-5069-309,309,0,,1,1,1
Act-5069-309,0,3,Res-309-O,309,0,O,1,1,1
Act-5069-309,0,0,Res-5069,5069,0,I,1,1,1
Act-5069-309,0,0,Res-5069-I,5069,0,I,1,1,1
Act-5069-309,0,0,Res-5069-309,309,0,,1,1,1
Act-5069-309,0,0,Res-309-O,309,0,O,1,1,1
Act-5070-310,0,1,Res-5070,5070,0,I,1,1,1
Act-5070-310,0,1,Res-5070-I,5070,0,I,1,1,1
Act-5070-310,0,1,Res-5070-310,310,0,,1,1,1
Act-5070-310,0,1,Res-310-O,310,0,O,1,1,1
Act-5070-310,0,2,Res-5070,5070,0,I,1,1,1
Act-5070-310,0,2,Res-5070-I,5070,0,I,1,1,1
Act-5070-310,0,2,Res-5070-310,310,0,,1,1,1
Act-5070-310,0,2,Res-310-O,310,0,O,1,1,1
Act-5070-310,0,3,Res-5070,5070,0,I,1,1,1
Act-5070-310,0,3,Res-5070-I,5070,0,I,1,1,1
Act-5070-310,0,3,Res-5070-310,310,0,,1,1,1
Act-5070-310,0,3,Res-310-O,310,0,O,1,1,1
Act-5070-310,0,0,Res-5070,5070,0,I,1,1,1
Act-5070-310,0,0,Res-5070-I,5070,0,I,1,1,1
Act-5070-310,0,0,Res-5070-310,310,0,,1,1,1
Act-5070-310,0,0,Res-310-O,310,0,O,1,1,1
Act-5071-311,0,1,Res-5071,5071,0,I,1,1,1
Act-5071-311,0,1,Res-5071-I,5071,0,I,1,1,1
Act-5071-311,0,1,Res-5071-311,311,0,,1,1,1
Act-5071-311,0,1,Res-311-O,311,0,O,1,1,1
Act-5071-311,0,2,Res-5071,5071,0,I,1,1,1
Act-5071-311,0,2,Res-5071-I,5071,0,I,1,1,1
Act-5071-311,0,2,Res-5071-311,311,0,,1,1,1
Act-5071-311,0,2,Res-311-O,311,0,O,1,1,1
Act-5071-311,0,3,Res-5071,5071,0,I,1,1,1
Act-5071-311,0,3,Res-5071-I,5071,0,I,1,1,1
Act-5071-311,0,3,Res-5071-311,311,0,,1,1,1
Act-5071-311,0,3,Res-311-O,311,0,O,1,1,1
Act-5071-311,0,0,Res-5071,5071,0,I,1,1,1
Act-5071-311,0,0,Res-5071-I,5071,0,I,1,1,1
Act-5071-311,0,0,Res-5071-311,311,0,,1,1,1
Act-5071-311,0,0,Res-311-O,311,0,O,1,1,1
Act-5072-312,0,1,Res-5072,5072,0,I,1,1,1
Act-5072-312,0,1,Res-5072-I,5072,0,I,1,1,1
Act-5072-312,0,1,Res-5072-312,312,0,,1,1,1
Act-5072-312,0,1,Res-312-O,312,0,O,1,1,1
Act-5072-312,0,2,Res-5072,5072,0,I,1,1,1
Act-5072-312,0,2,Res-5072-I,5072,0,I,1,1,1
Act-5072-312,0,2,Res-5072-312,312,0,,1,1,1
Act-5072-312,0,2,Res-312-O,312,0,O,1,1,1
Act-5072-312,0,3,Res-5072,5072,0,I,1,1,1
Act-5072-312,0,3,Res-5072-I,5072,0,I,1,1,1
Act-5072-312,0,3,Res-5072-312,312,0,,1,1,1
Act-5072-312,0,3,Res-312-O,312,0,O,1,1,1
Act-5072-312,0,0,Res-5072,5072,0,I,1,1,1
Act-5072-312,0,0,Res-5072-I,5072,0,I,1,1,1
Act-5072-312,0,0,Res-5072-312,312,0,,1,1,1
Act-5072-312,0,0,Res-312-O,312,0,O,1,1,1
Act-5073-313,0,1,Res-5073,5073,0,I,1,1,1
Act-5073-313,0,1,Res-5073-I,5073,0,I,1,1,1
Act-5073-313,0,1,Res-5073-313,313,0,,1,1,1
Act-5073-313,0,1,Res-313-O,313,0,O,1,1,1
Act-5073-313,0,2,Res-5073,5073,0,I,1,1,1
Act-5073-313,0,2,Res-5073-I,5073,0,I,1,1,1
Act-5073-313,0,2,Res-5073-313,313,0,,1,1,1
Act-5073-313,0,2,Res-313-O,313,0,O,1,1,1
Act-5073-313,0,3,Res-5073,5073,0,I,1,1,1
Act-5073-313,0,3,Res-5073-I,5073,0,I,1,1,1
Act-5073-313,0,3,Res-5073-313,313,0,,1,1,1
Act-5073-313,0,3,Res-313-O,313,0,O,1,1,1
Act-5073-313,0,0,Res-5073,5073,0,I,1,1,1
Act-5073-313,0,0,Res-5073-I,5073,0,I,1,1,1
Act-5073-313,0,0,Res-5073-313,313,0,,1,1,1
Act-5073-313,0,0,Res-313-O,313,0,O,1,1,1
Act-5074-314,0,1,Res-5074,5074,0,I,1,1,1
Act-5074-314,0,1,Res-5074-I,5074,0,I,1,1,1
Act-5074-314,0,1,Res-5074-314,314,0,,1,1,1
Act-5074-314,0,1,Res-314-O,314,0,O,1,1,1
Act-5074-314,0,2,Res-5074,5074,0,I,1,1,1
Act-5074-314,0,2,Res-5074-I,5074,0,I,1,1,1
Act-5074-314,0,2,Res-5074-314,314,0,,1,1,1
Act-5074-314,0,2,Res-314-O,314,0,O,1,1,1
Act-5074-314,0,3,Res-5074,5074,0,I,1,1,1
Act-5074-314,0,3,Res-5074-I,5074,0,I,1,1,1
Act-5074-314,0,3,Res-5074-314,314,0,,1,1,1
Act-5074-314,0,3,Res-314-O,314,0,O,1,1,1
Act-5074-314,0,0,Res-5074,5074,0,I,1,1,1
Act-5074-314,0,0,Res-5074-I,5074,0,I,1,1,1
Act-5074-314,0,0,Res-5074-314,314,0,,1,1,1
Act-5074-314,0,0,Res-314-O,314,0,O,1,1,1
Act-5075-315,0,1,Res-5075,5075,0,I,1,1,1
Act-5075-315,0,1,Res-5075-I,5075,0,I,1,1,1
Act-5075-315,0,1,Res-5075-315,315,0,,1,1,1
Act-5075-315,0,1,Res-315-O,315,0,O,1,1,1
Act-5075-315,0,2,Res-5075,5075,0,I,1,1,1
Act-5075-315,0,2,Res-5075-I,5075,0,I,1,1,1
Act-5075-315,0,2,Res-5075-315,315,0,,1,1,1
Act-5075-315,0,2,Res-315-O,315,0,O,1,1,1
Act-5075-315,0,3,Res-5075,5075,0,I,1,1,1
Act-5075-315,0,3,Res-5075-I,5075,0,I,1,1,1
Act-5075-315,0,3,Res-5075-315,315,0,,1,1,1
Act-5075-315,0,3,Res-315-O,315,0,O,1,1,1
Act-5075-315,0,0,Res-5075,5075,0,I,1,1,1
Act-5075-315,0,0,Res-5075-I,5075,0,I,1,1,1
Act-5075-315,0,0,Res-5075-315,315,0,,1,1,1
Act-5075-315,0,0,Res-315-O,315,0,O,1,1,1
Act-5076-316,0,1,Res-5076,5076,0,I,1,1,1
Act-5076-316,0,1,Res-5076-I,5076,0,I,1,1,1
Act-5076-316,0,1,Res-5076-316,316,0,,1,1,1
Act-5076-316,0,1,Res-316-O,316,0,O,1,1,1
Act-5076-316,0,2,Res-5076,5076,0,I,1,1,1
Act-5076-316,0,2,Res-5076-I,5076,0,I,1,1,1
Act-5076-316,0,2,Res-5076-316,316,0,,1,1,1
Act-5076-316,0,2,Res-316-O,316,0,O,1,1,1
Act-5076-316,0,3,Res-5076,5076,0,I,1,1,1
Act-5076-316,0,3,Res-5076-I,5076,0,I,1,1,1
Act-5076-316,0,3,Res-5076-316,316,0,,1,1,1
Act-5076-316,0,3,Res-316-O,316,0,O,1,1,1
Act-5076-316,0,0,Res-5076,5076,0,I,1,1,1
Act-5076-316,0,0,Res-5076-I,5076,0,I,1,1,1
Act-5076-316,0,0,Res-5076-316,316,0,,1,1,1
Act-5076-316,0,0,Res-316-O,316,0,O,1,1,1
Act-5077-317,0,1,Res-5077,5077,0,I,1,1,1
Act-5077-317,0,1,Res-5077-I,5077,0,I,1,1,1
Act-5077-317,0,1,Res-5077-317,317,0,,1,1,1
Act-5077-317,0,1,Res-317-O,317,0,O,1,1,1
Act-5077-317,0,2,Res-5077,5077,0,I,1,1,1
Act-5077-317,0,2,Res-5077-I,5077,0,I,1,1,1
Act-5077-317,0,2,Res-5077-317,317,0,,1,1,1
Act-5077-317,0,2,Res-317-O,317,0,O,1,1,1
Act-5077-317,0,3,Res-5077,5077,0,I,1,1,1
Act-5077-317,0,3,Res-5077-I,5077,0,I,1,1,1
Act-5077-317,0,3,Res-5077-317,317,0,,1,1,1
Act-5077-317,0,3,Res-317-O,317,0,O,1,1,1
Act-5077-317,0,0,Res-5077,5077,0,I,1,1,1
Act-5077-317,0,0,Res-5077-I,5077,0,I,1,1,1
Act-5077-317,0,0,Res-5077-317,317,0,,1,1,1
Act-5077-317,0,0,Res-317-O,317,0,O,1,1,1
Act-5078-318,0,1,Res-5078,5078,0,I,1,1,1
Act-5078-318,0,1,Res-5078-I,5078,0,I,1,1,1
Act-5078-318,0,1,Res-5078-318,318,0,,1,1,1
Act-5078-318,0,1,Res-318-O,318,0,O,1,1,1
Act-5078-318,0,2,Res-5078,5078,0,I,1,1,1
Act-5078-318,0,2,Res-5078-I,5078,0,I,1,1,1
Act-5078-318,0,2,Res-5078-318,318,0,,1,1,1
Act-5078-318,0,2,Res-318-O,318,0,O,1,1,1
Act-5078-318,0,3,Res-5078,5078,0,I,1,1,1
Act-5078-318,0,3,Res-5078-I,5078,0,I,1,1,1
Act-5078-318,0,3,Res-5078-318,318,0,,1,1,1
Act-5078-318,0,3,Res-318-O,318,0,O,1,1,1
Act-5078-318,0,0,Res-5078,5078,0,I,1,1,1
Act-5078-318,0,0,Res-5078-I,5078,0,I,1,1,1
Act-5078-318,0,0,Res-5078-318,318,0,,1,1,1
Act-5078-318,0,0,Res-318-O,318,0,O,1,1,1
Act-5079-319,0,1,Res-5079,5079,0,I,1,1,1
Act-5079-319,0,1,Res-5079-I,5079,0,I,1,1,1
Act-5079-319,0,1,Res-5079-319,319,0,,1,1,1
Act-5079-319,0,1,Res-319-O,319,0,O,1,1,1
Act-5079-319,0,2,Res-5079,5079,0,I,1,1,1
Act-5079-319,0,2,Res-5079-I,5079,0,I,1,1,1
Act-5079-319,0,2,Res-5079-319,319,0,,1,1,1
Act-5079-319,0,2,Res-319-O,319,0,O,1,1,1
Act-5079-319,0,3,Res-5079,5079,0,I,1,1,1
Act-5079-319,0,3,Res-5079-I,5079,0,I,1,1,1
Act-5079-319,0,3,Res-5079-319,319,0,,1,1,1
Act-5079-319,0,3,Res-319-O,319,0,O,1,1,1
Act-5079-319,0,0,Res-5079,5079,0,I,1,1,1
Act-5079-319,0,0,Res-5079-I,5079,0,I,1,1,1
Act-5079-319,0,0,Res-5079-319,319,0,,1,1,1
Act-5079-319,0,0,Res-319-O,319,0,O,1,1,1
Act-5000-320,0,1,Res-5000,5000,0,I,1,1,1
Act-5000-320,0,1,Res-5000-I,5000,0,I,1,1,1
Act-5000-320,0,1,Res-5000-320,320,0,,1,1,1
Act-5000-320,0,1,Res-320-O,320,0,O,1,1,1
Act-5000-320,0,2,Res-5000,5000,0,I,1,1,1
Act-5000-320,0,2,Res-5000-I,5000,0,I,1,1,1
Act-5000-320,0,2,Res-5000-320,320,0,,1,1,1
Act-5000-320,0,2,Res-320-O,320,0,O,1,1,1
Act-5000-320,0,3,Res-5000,5000,0,I,1,1,1
Act-5000-320,0,3,Res-5000-I,5000,0,I,1,1,1
Act-5000-320,0,3,Res-5000-320,320,0,,1,1,1
Act-5000-320,0,3,Res-320-O,320,0,O,1,1,1
Act-5000-320,0,0,Res-5000,5000,0,I,1,1,1
Act-5000-320,0,0,Res-5000-I,5000,0,I,1,1,1
Act-5000-320,0,0,Res-5000-320,320,0,,1,1,1
Act-5000-320,0,0,Res-320-O,320,0,O,1,1,1
Act-5001-321,0,1,Res-5001,5001,0,I,1,1,1
Act-5001-321,0,1,Res-5001-I,5001,0,I,1,1,1
Act-5001-321,0,1,Res-5001-321,321,0,,1,1,1
Act-5001-321,0,1,Res-321-O,321,0,O,1,1,1
Act-5001-321,0,2,Res-5001,5001,0,I,1,1,1
Act-5001-321,0,2,Res-5001-I,5001,0,I,1,1,1
Act-5001-321,0,2,Res-5001-321,321,0,,1,1,1
Act-5001-321,0,2,Res-321-O,321,0,O,1,1,1
Act-5001-321,0,3,Res-5001,5001,0,I,1,1,1
Act-5001-321,0,3,Res-5001-I,5001,0,I,1,1,1
Act-5001-321,0,3,Res-5001-321,321,0,,1,1,1
Act-5001-321,0,3,Res-321-O,321,0,O,1,1,1
Act-5001-321,0,0,Res-5001,5001,0,I,1,1,1
Act-5001-321,0,0,Res-5001-I,5001,0,I,1,1,1
Act-5001-321,0,0,Res-5001-321,321,0,,1,1,1
Act-5001-321,0,0,Res-321-O,321,0,O,1,1,1
Act-5002-322,0,1,Res-5002,5002,0,I,1,1,1
Act-5002-322,0,1,Res-5002-I,5002,0,I,1,1,1
Act-5002-322,0,1,Res-5002-322,322,0,,1,1,1
Act-5002-322,0,1,Res-322-O,322,0,O,1,1,1
Act-5002-322,0,2,Res-5002,5002,0,I,1,1,1
Act-5002-322,0,2,Res-5002-I,5002,0,I,1,1,1
Act-5002-322,0,2,Res-5002-322,322,0,,1,1,1
Act-5002-322,0,2,Res-322-O,322,0,O,1,1,1
Act-5002-322,0,3,Res-5002,5002,0,I,1,1,1
Act-5002-322,0,3,Res-5002-I,5002,0,I,1,1,1
Act-5002-322,0,3,Res-5002-322,322,0,,1,1,1
Act-5002-322,0,3,Res-322-O,322,0,O,1,1,1
Act-5002-322,0,0,Res-5002,5002,0,I,1,1,1
Act-5002-322,0,0,Res-5002-I,5002,0,I,1,1,1
Act-5002-322,0,0,Res-5002-322,322,0,,1,1,1
Act-5002-322,0,0,Res-322-O,322,0,O,1,1,1
Act-5003-323,0,1,Res-5003,5003,0,I,1,1,1
Act-5003-323,0,1,Res-5003-I,5003,0,I,1,1,1
Act-5003-323,0,1,Res-5003-323,323,0,,1,1,1
Act-5003-323,0,1,Res-323-O,323,0,O,1,1,1
Act-5003-323,0,2,Res-5003,5003,0,I,1,1,1
Act-5003-323,0,2,Res-5003-I,5003,0,I,1,1,1
Act-5003-323,0,2,Res-5003-323,323,0,,1,1,1
Act-5003-323,0,2,Res-323-O,323,0,O,1,1,1
Act-5003-323,0,3,Res-5003,5003,0,I,1,1,1
Act-5003-323,0,3,Res-5003-I,5003,0,I,1,1,1
Act-5003-323,0,3,Res-5003-323,323,0,,1,1,1
Act-5003-323,0,3,Res-323-O,323,0,O,1,1,1
Act-5003-323,0,0,Res-5003,5003,0,I,1,1,1
Act-5003-323,0,0,Res-5003-I,5003,0,I,1,1,1
Act-5003-323,0,0,Res-5003-323,323,0,,1,1,1
Act-5003-323,0,0,Res-323-O,323,0,O,1,1,1
Act-5004-324,0,1,Res-5004,5004,0,I,1,1,1
Act-5004-324,0,1,Res-5004-I,5004,0,I,1,1,1
Act-5004-324,0,1,Res-5004-324,324,0,,1,1,1
Act-5004-324,0,1,Res-324-O,324,0,O,1,1,1
Act-5004-324,0,2,Res-5004,5004,0,I,1,1,1
Act-5004-324,0,2,Res-5004-I,5004,0,I,1,1,1
Act-5004-324,0,2,Res-5004-324,324,0,,1,1,1
