Resource.[ResourceKey],Resource.[Resource],Resource.[ResourceSubGroupKey],Resource.[Resource Sub Group],Resource.[ResourceGroupKey],Resource.[Resource Group]
10512,Res-512-O,0,SubGroup-0,0,Group-0
10513,Res-513-O,0,SubGroup-0,0,Group-0
10514,Res-514-O,0,SubGroup-0,0,Group-0
10515,Res-515-O,0,SubGroup-0,0,Group-0
10516,Res-516-O,0,SubGroup-0,0,Group-0
10517,Res-517-O,0,SubGroup-0,0,Group-0
10518,Res-518-O,0,SubGroup-0,0,Group-0
10519,Res-519-O,0,SubGroup-0,0,Group-0
10520,Res-520-O,0,SubGroup-0,0,Group-0
10521,Res-521-O,0,SubGroup-0,0,Group-0
10522,Res-522-O,0,SubGroup-0,0,Group-0
10523,Res-523-O,0,SubGroup-0,0,Group-0
10524,Res-524-O,0,SubGroup-0,0,Group-0
10525,Res-525-O,0,SubGroup-0,0,Group-0
10526,Res-526-O,0,SubGroup-0,0,Group-0
10527,Res-527-O,0,SubGroup-0,0,Group-0
10528,Res-528-O,0,SubGroup-0,0,Group-0
10529,Res-529-O,0,SubGroup-0,0,Group-0
10530,Res-530-O,0,SubGroup-0,0,Group-0
10531,Res-531-O,0,SubGroup-0,0,Group-0
10532,Res-532-O,0,SubGroup-0,0,Group-0
10533,Res-533-O,0,SubGroup-0,0,Group-0
10534,Res-534-O,0,SubGroup-0,0,Group-0
10535,Res-535-O,0,SubGroup-0,0,Group-0
10536,Res-536-O,0,SubGroup-0,0,Group-0
10537,Res-537-O,0,SubGroup-0,0,Group-0
10538,Res-538-O,0,SubGroup-0,0,Group-0
10539,Res-539-O,0,SubGroup-0,0,Group-0
10540,Res-540-O,0,SubGroup-0,0,Group-0
10541,Res-541-O,0,SubGroup-0,0,Group-0
10542,Res-542-O,0,SubGroup-0,0,Group-0
10543,Res-543-O,0,SubGroup-0,0,Group-0
10544,Res-544-O,0,SubGroup-0,0,Group-0
10545,Res-545-O,0,SubGroup-0,0,Group-0
10546,Res-546-O,0,SubGroup-0,0,Group-0
10547,Res-547-O,0,SubGroup-0,0,Group-0
10548,Res-548-O,0,SubGroup-0,0,Group-0
10549,Res-549-O,0,SubGroup-0,0,Group-0
10550,Res-550-O,0,SubGroup-0,0,Group-0
10551,Res-551-O,0,SubGroup-0,0,Group-0
10552,Res-552-O,0,SubGroup-0,0,Group-0
10553,Res-553-O,0,SubGroup-0,0,Group-0
10554,Res-554-O,0,SubGroup-0,0,Group-0
10555,Res-555-O,0,SubGroup-0,0,Group-0
10556,Res-556-O,0,SubGroup-0,0,Group-0
10557,Res-557-O,0,SubGroup-0,0,Group-0
10558,Res-558-O,0,SubGroup-0,0,Group-0
10559,Res-559-O,0,SubGroup-0,0,Group-0
10560,Res-560-O,0,SubGroup-0,0,Group-0
10561,Res-561-O,0,SubGroup-0,0,Group-0
10562,Res-562-O,0,SubGroup-0,0,Group-0
10563,Res-563-O,0,SubGroup-0,0,Group-0
10564,Res-564-O,0,SubGroup-0,0,Group-0
10565,Res-565-O,0,SubGroup-0,0,Group-0
10566,Res-566-O,0,SubGroup-0,0,Group-0
10567,Res-567-O,0,SubGroup-0,0,Group-0
10568,Res-568-O,0,SubGroup-0,0,Group-0
10569,Res-569-O,0,SubGroup-0,0,Group-0
10570,Res-570-O,0,SubGroup-0,0,Group-0
10571,Res-571-O,0,SubGroup-0,0,Group-0
10572,Res-572-O,0,SubGroup-0,0,Group-0
10573,Res-573-O,0,SubGroup-0,0,Group-0
10574,Res-574-O,0,SubGroup-0,0,Group-0
10575,Res-575-O,0,SubGroup-0,0,Group-0
10576,Res-576-O,0,SubGroup-0,0,Group-0
10577,Res-577-O,0,SubGroup-0,0,Group-0
10578,Res-578-O,0,SubGroup-0,0,Group-0
10579,Res-579-O,0,SubGroup-0,0,Group-0
10580,Res-580-O,0,SubGroup-0,0,Group-0
10581,Res-581-O,0,SubGroup-0,0,Group-0
10582,Res-582-O,0,SubGroup-0,0,Group-0
10583,Res-583-O,0,SubGroup-0,0,Group-0
10584,Res-584-O,0,SubGroup-0,0,Group-0
10585,Res-585-O,0,SubGroup-0,0,Group-0
10586,Res-586-O,0,SubGroup-0,0,Group-0
10587,Res-587-O,0,SubGroup-0,0,Group-0
10588,Res-588-O,0,SubGroup-0,0,Group-0
10589,Res-589-O,0,SubGroup-0,0,Group-0
10590,Res-590-O,0,SubGroup-0,0,Group-0
10591,Res-591-O,0,SubGroup-0,0,Group-0
10592,Res-592-O,0,SubGroup-0,0,Group-0
10593,Res-593-O,0,SubGroup-0,0,Group-0
10594,Res-594-O,0,SubGroup-0,0,Group-0
10595,Res-595-O,0,SubGroup-0,0,Group-0
10596,Res-596-O,0,SubGroup-0,0,Group-0
10597,Res-597-O,0,SubGroup-0,0,Group-0
10598,Res-598-O,0,SubGroup-0,0,Group-0
10599,Res-599-O,0,SubGroup-0,0,Group-0
10600,Res-600-O,0,SubGroup-0,0,Group-0
10601,Res-601-O,0,SubGroup-0,0,Group-0
10602,Res-602-O,0,SubGroup-0,0,Group-0
10603,Res-603-O,0,SubGroup-0,0,Group-0
10604,Res-604-O,0,SubGroup-0,0,Group-0
10605,Res-605-O,0,SubGroup-0,0,Group-0
10606,Res-606-O,0,SubGroup-0,0,Group-0
10607,Res-607-O,0,SubGroup-0,0,Group-0
10608,Res-608-O,0,SubGroup-0,0,Group-0
10609,Res-609-O,0,SubGroup-0,0,Group-0
10610,Res-610-O,0,SubGroup-0,0,Group-0
10611,Res-611-O,0,SubGroup-0,0,Group-0
10612,Res-612-O,0,SubGroup-0,0,Group-0
10613,Res-613-O,0,SubGroup-0,0,Group-0
10614,Res-614-O,0,SubGroup-0,0,Group-0
10615,Res-615-O,0,SubGroup-0,0,Group-0
10616,Res-616-O,0,SubGroup-0,0,Group-0
10617,Res-617-O,0,SubGroup-0,0,Group-0
10618,Res-618-O,0,SubGroup-0,0,Group-0
10619,Res-619-O,0,SubGroup-0,0,Group-0
10620,Res-620-O,0,SubGroup-0,0,Group-0
10621,Res-621-O,0,SubGroup-0,0,Group-0
10622,Res-622-O,0,SubGroup-0,0,Group-0
10623,Res-623-O,0,SubGroup-0,0,Group-0
10624,Res-624-O,0,SubGroup-0,0,Group-0
10625,Res-625-O,0,SubGroup-0,0,Group-0
10626,Res-626-O,0,SubGroup-0,0,Group-0
10627,Res-627-O,0,SubGroup-0,0,Group-0
10628,Res-628-O,0,SubGroup-0,0,Group-0
10629,Res-629-O,0,SubGroup-0,0,Group-0
10630,Res-630-O,0,SubGroup-0,0,Group-0
10631,Res-631-O,0,SubGroup-0,0,Group-0
10632,Res-632-O,0,SubGroup-0,0,Group-0
10633,Res-633-O,0,SubGroup-0,0,Group-0
10634,Res-634-O,0,SubGroup-0,0,Group-0
10635,Res-635-O,0,SubGroup-0,0,Group-0
10636,Res-636-O,0,SubGroup-0,0,Group-0
10637,Res-637-O,0,SubGroup-0,0,Group-0
10638,Res-638-O,0,SubGroup-0,0,Group-0
10639,Res-639-O,0,SubGroup-0,0,Group-0
10640,Res-640-O,0,SubGroup-0,0,Group-0
10641,Res-641-O,0,SubGroup-0,0,Group-0
10642,Res-642-O,0,SubGroup-0,0,Group-0
10643,Res-643-O,0,SubGroup-0,0,Group-0
10644,Res-644-O,0,SubGroup-0,0,Group-0
10645,Res-645-O,0,SubGroup-0,0,Group-0
10646,Res-646-O,0,SubGroup-0,0,Group-0
10647,Res-647-O,0,SubGroup-0,0,Group-0
10648,Res-648-O,0,SubGroup-0,0,Group-0
10649,Res-649-O,0,SubGroup-0,0,Group-0
10650,Res-650-O,0,SubGroup-0,0,Group-0
10651,Res-651-O,0,SubGroup-0,0,Group-0
10652,Res-652-O,0,SubGroup-0,0,Group-0
10653,Res-653-O,0,SubGroup-0,0,Group-0
10654,Res-654-O,0,SubGroup-0,0,Group-0
10655,Res-655-O,0,SubGroup-0,0,Group-0
10656,Res-656-O,0,SubGroup-0,0,Group-0
10657,Res-657-O,0,SubGroup-0,0,Group-0
10658,Res-658-O,0,SubGroup-0,0,Group-0
10659,Res-659-O,0,SubGroup-0,0,Group-0
10660,Res-660-O,0,SubGroup-0,0,Group-0
10661,Res-661-O,0,SubGroup-0,0,Group-0
10662,Res-662-O,0,SubGroup-0,0,Group-0
10663,Res-663-O,0,SubGroup-0,0,Group-0
10664,Res-664-O,0,SubGroup-0,0,Group-0
10665,Res-665-O,0,SubGroup-0,0,Group-0
10666,Res-666-O,0,SubGroup-0,0,Group-0
10667,Res-667-O,0,SubGroup-0,0,Group-0
10668,Res-668-O,0,SubGroup-0,0,Group-0
10669,Res-669-O,0,SubGroup-0,0,Group-0
10670,Res-670-O,0,SubGroup-0,0,Group-0
10671,Res-671-O,0,SubGroup-0,0,Group-0
10672,Res-672-O,0,SubGroup-0,0,Group-0
10673,Res-673-O,0,SubGroup-0,0,Group-0
10674,Res-674-O,0,SubGroup-0,0,Group-0
10675,Res-675-O,0,SubGroup-0,0,Group-0
10676,Res-676-O,0,SubGroup-0,0,Group-0
10677,Res-677-O,0,SubGroup-0,0,Group-0
10678,Res-678-O,0,SubGroup-0,0,Group-0
10679,Res-679-O,0,SubGroup-0,0,Group-0
10680,Res-680-O,0,SubGroup-0,0,Group-0
10681,Res-681-O,0,SubGroup-0,0,Group-0
10682,Res-682-O,0,SubGroup-0,0,Group-0
10683,Res-683-O,0,SubGroup-0,0,Group-0
10684,Res-684-O,0,SubGroup-0,0,Group-0
10685,Res-685-O,0,SubGroup-0,0,Group-0
10686,Res-686-O,0,SubGroup-0,0,Group-0
10687,Res-687-O,0,SubGroup-0,0,Group-0
10688,Res-688-O,0,SubGroup-0,0,Group-0
10689,Res-689-O,0,SubGroup-0,0,Group-0
10690,Res-690-O,0,SubGroup-0,0,Group-0
10691,Res-691-O,0,SubGroup-0,0,Group-0
10692,Res-692-O,0,SubGroup-0,0,Group-0
10693,Res-693-O,0,SubGroup-0,0,Group-0
10694,Res-694-O,0,SubGroup-0,0,Group-0
10695,Res-695-O,0,SubGroup-0,0,Group-0
10696,Res-696-O,0,SubGroup-0,0,Group-0
10697,Res-697-O,0,SubGroup-0,0,Group-0
10698,Res-698-O,0,SubGroup-0,0,Group-0
10699,Res-699-O,0,SubGroup-0,0,Group-0
10700,Res-700-O,0,SubGroup-0,0,Group-0
10701,Res-701-O,0,SubGroup-0,0,Group-0
10702,Res-702-O,0,SubGroup-0,0,Group-0
10703,Res-703-O,0,SubGroup-0,0,Group-0
10704,Res-704-O,0,SubGroup-0,0,Group-0
10705,Res-705-O,0,SubGroup-0,0,Group-0
10706,Res-706-O,0,SubGroup-0,0,Group-0
10707,Res-707-O,0,SubGroup-0,0,Group-0
10708,Res-708-O,0,SubGroup-0,0,Group-0
10709,Res-709-O,0,SubGroup-0,0,Group-0
10710,Res-710-O,0,SubGroup-0,0,Group-0
10711,Res-711-O,0,SubGroup-0,0,Group-0
10712,Res-712-O,0,SubGroup-0,0,Group-0
10713,Res-713-O,0,SubGroup-0,0,Group-0
10714,Res-714-O,0,SubGroup-0,0,Group-0
10715,Res-715-O,0,SubGroup-0,0,Group-0
10716,Res-716-O,0,SubGroup-0,0,Group-0
10717,Res-717-O,0,SubGroup-0,0,Group-0
10718,Res-718-O,0,SubGroup-0,0,Group-0
10719,Res-719-O,0,SubGroup-0,0,Group-0
10720,Res-720-O,0,SubGroup-0,0,Group-0
10721,Res-721-O,0,SubGroup-0,0,Group-0
10722,Res-722-O,0,SubGroup-0,0,Group-0
10723,Res-723-O,0,SubGroup-0,0,Group-0
10724,Res-724-O,0,SubGroup-0,0,Group-0
10725,Res-725-O,0,SubGroup-0,0,Group-0
10726,Res-726-O,0,SubGroup-0,0,Group-0
10727,Res-727-O,0,SubGroup-0,0,Group-0
10728,Res-728-O,0,SubGroup-0,0,Group-0
10729,Res-729-O,0,SubGroup-0,0,Group-0
10730,Res-730-O,0,SubGroup-0,0,Group-0
10731,Res-731-O,0,SubGroup-0,0,Group-0
10732,Res-732-O,0,SubGroup-0,0,Group-0
10733,Res-733-O,0,SubGroup-0,0,Group-0
10734,Res-734-O,0,SubGroup-0,0,Group-0
10735,Res-735-O,0,SubGroup-0,0,Group-0
10736,Res-736-O,0,SubGroup-0,0,Group-0
10737,Res-737-O,0,SubGroup-0,0,Group-0
10738,Res-738-O,0,SubGroup-0,0,Group-0
10739,Res-739-O,0,SubGroup-0,0,Group-0
10740,Res-740-O,0,SubGroup-0,0,Group-0
10741,Res-741-O,0,SubGroup-0,0,Group-0
10742,Res-742-O,0,SubGroup-0,0,Group-0
10743,Res-743-O,0,SubGroup-0,0,Group-0
10744,Res-744-O,0,SubGroup-0,0,Group-0
10745,Res-745-O,0,SubGroup-0,0,Group-0
10746,Res-746-O,0,SubGroup-0,0,Group-0
10747,Res-747-O,0,SubGroup-0,0,Group-0
10748,Res-748-O,0,SubGroup-0,0,Group-0
10749,Res-749-O,0,SubGroup-0,0,Group-0
10750,Res-750-O,0,SubGroup-0,0,Group-0
10751,Res-751-O,0,SubGroup-0,0,Group-0
10752,Res-752-O,0,SubGroup-0,0,Group-0
10753,Res-753-O,0,SubGroup-0,0,Group-0
10754,Res-754-O,0,SubGroup-0,0,Group-0
10755,Res-755-O,0,SubGroup-0,0,Group-0
10756,Res-756-O,0,SubGroup-0,0,Group-0
10757,Res-757-O,0,SubGroup-0,0,Group-0
10758,Res-758-O,0,SubGroup-0,0,Group-0
10759,Res-759-O,0,SubGroup-0,0,Group-0
10760,Res-760-O,0,SubGroup-0,0,Group-0
10761,Res-761-O,0,SubGroup-0,0,Group-0
10762,Res-762-O,0,SubGroup-0,0,Group-0
10763,Res-763-O,0,SubGroup-0,0,Group-0
10764,Res-764-O,0,SubGroup-0,0,Group-0
10765,Res-765-O,0,SubGroup-0,0,Group-0
10766,Res-766-O,0,SubGroup-0,0,Group-0
10767,Res-767-O,0,SubGroup-0,0,Group-0
10768,Res-768-O,0,SubGroup-0,0,Group-0
10769,Res-769-O,0,SubGroup-0,0,Group-0
10770,Res-770-O,0,SubGroup-0,0,Group-0
10771,Res-771-O,0,SubGroup-0,0,Group-0
10772,Res-772-O,0,SubGroup-0,0,Group-0
10773,Res-773-O,0,SubGroup-0,0,Group-0
10774,Res-774-O,0,SubGroup-0,0,Group-0
10775,Res-775-O,0,SubGroup-0,0,Group-0
10776,Res-776-O,0,SubGroup-0,0,Group-0
10777,Res-777-O,0,SubGroup-0,0,Group-0
10778,Res-778-O,0,SubGroup-0,0,Group-0
10779,Res-779-O,0,SubGroup-0,0,Group-0
10780,Res-780-O,0,SubGroup-0,0,Group-0
10781,Res-781-O,0,SubGroup-0,0,Group-0
10782,Res-782-O,0,SubGroup-0,0,Group-0
10783,Res-783-O,0,SubGroup-0,0,Group-0
10784,Res-784-O,0,SubGroup-0,0,Group-0
10785,Res-785-O,0,SubGroup-0,0,Group-0
10786,Res-786-O,0,SubGroup-0,0,Group-0
10787,Res-787-O,0,SubGroup-0,0,Group-0
10788,Res-788-O,0,SubGroup-0,0,Group-0
10789,Res-789-O,0,SubGroup-0,0,Group-0
10790,Res-790-O,0,SubGroup-0,0,Group-0
10791,Res-791-O,0,SubGroup-0,0,Group-0
10792,Res-792-O,0,SubGroup-0,0,Group-0
10793,Res-793-O,0,SubGroup-0,0,Group-0
10794,Res-794-O,0,SubGroup-0,0,Group-0
10795,Res-795-O,0,SubGroup-0,0,Group-0
10796,Res-796-O,0,SubGroup-0,0,Group-0
10797,Res-797-O,0,SubGroup-0,0,Group-0
10798,Res-798-O,0,SubGroup-0,0,Group-0
10799,Res-799-O,0,SubGroup-0,0,Group-0
10800,Res-800-O,0,SubGroup-0,0,Group-0
10801,Res-801-O,0,SubGroup-0,0,Group-0
10802,Res-802-O,0,SubGroup-0,0,Group-0
10803,Res-803-O,0,SubGroup-0,0,Group-0
10804,Res-804-O,0,SubGroup-0,0,Group-0
10805,Res-805-O,0,SubGroup-0,0,Group-0
10806,Res-806-O,0,SubGroup-0,0,Group-0
10807,Res-807-O,0,SubGroup-0,0,Group-0
10808,Res-808-O,0,SubGroup-0,0,Group-0
10809,Res-809-O,0,SubGroup-0,0,Group-0
10810,Res-810-O,0,SubGroup-0,0,Group-0
10811,Res-811-O,0,SubGroup-0,0,Group-0
10812,Res-812-O,0,SubGroup-0,0,Group-0
10813,Res-813-O,0,SubGroup-0,0,Group-0
10814,Res-814-O,0,SubGroup-0,0,Group-0
10815,Res-815-O,0,SubGroup-0,0,Group-0
10816,Res-816-O,0,SubGroup-0,0,Group-0
10817,Res-817-O,0,SubGroup-0,0,Group-0
10818,Res-818-O,0,SubGroup-0,0,Group-0
10819,Res-819-O,0,SubGroup-0,0,Group-0
10820,Res-820-O,0,SubGroup-0,0,Group-0
10821,Res-821-O,0,SubGroup-0,0,Group-0
10822,Res-822-O,0,SubGroup-0,0,Group-0
10823,Res-823-O,0,SubGroup-0,0,Group-0
10824,Res-824-O,0,SubGroup-0,0,Group-0
10825,Res-825-O,0,SubGroup-0,0,Group-0
10826,Res-826-O,0,SubGroup-0,0,Group-0
10827,Res-827-O,0,SubGroup-0,0,Group-0
10828,Res-828-O,0,SubGroup-0,0,Group-0
10829,Res-829-O,0,SubGroup-0,0,Group-0
10830,Res-830-O,0,SubGroup-0,0,Group-0
10831,Res-831-O,0,SubGroup-0,0,Group-0
10832,Res-832-O,0,SubGroup-0,0,Group-0
10833,Res-833-O,0,SubGroup-0,0,Group-0
10834,Res-834-O,0,SubGroup-0,0,Group-0
10835,Res-835-O,0,SubGroup-0,0,Group-0
10836,Res-836-O,0,SubGroup-0,0,Group-0
10837,Res-837-O,0,SubGroup-0,0,Group-0
10838,Res-838-O,0,SubGroup-0,0,Group-0
10839,Res-839-O,0,SubGroup-0,0,Group-0
10840,Res-840-O,0,SubGroup-0,0,Group-0
10841,Res-841-O,0,SubGroup-0,0,Group-0
10842,Res-842-O,0,SubGroup-0,0,Group-0
10843,Res-843-O,0,SubGroup-0,0,Group-0
10844,Res-844-O,0,SubGroup-0,0,Group-0
10845,Res-845-O,0,SubGroup-0,0,Group-0
10846,Res-846-O,0,SubGroup-0,0,Group-0
10847,Res-847-O,0,SubGroup-0,0,Group-0
10848,Res-848-O,0,SubGroup-0,0,Group-0
10849,Res-849-O,0,SubGroup-0,0,Group-0
10850,Res-850-O,0,SubGroup-0,0,Group-0
10851,Res-851-O,0,SubGroup-0,0,Group-0
10852,Res-852-O,0,SubGroup-0,0,Group-0
10853,Res-853-O,0,SubGroup-0,0,Group-0
10854,Res-854-O,0,SubGroup-0,0,Group-0
10855,Res-855-O,0,SubGroup-0,0,Group-0
10856,Res-856-O,0,SubGroup-0,0,Group-0
10857,Res-857-O,0,SubGroup-0,0,Group-0
10858,Res-858-O,0,SubGroup-0,0,Group-0
10859,Res-859-O,0,SubGroup-0,0,Group-0
10860,Res-860-O,0,SubGroup-0,0,Group-0
10861,Res-861-O,0,SubGroup-0,0,Group-0
10862,Res-862-O,0,SubGroup-0,0,Group-0
10863,Res-863-O,0,SubGroup-0,0,Group-0
10864,Res-864-O,0,SubGroup-0,0,Group-0
10865,Res-865-O,0,SubGroup-0,0,Group-0
10866,Res-866-O,0,SubGroup-0,0,Group-0
10867,Res-867-O,0,SubGroup-0,0,Group-0
10868,Res-868-O,0,SubGroup-0,0,Group-0
10869,Res-869-O,0,SubGroup-0,0,Group-0
10870,Res-870-O,0,SubGroup-0,0,Group-0
10871,Res-871-O,0,SubGroup-0,0,Group-0
10872,Res-872-O,0,SubGroup-0,0,Group-0
10873,Res-873-O,0,SubGroup-0,0,Group-0
10874,Res-874-O,0,SubGroup-0,0,Group-0
10875,Res-875-O,0,SubGroup-0,0,Group-0
10876,Res-876-O,0,SubGroup-0,0,Group-0
10877,Res-877-O,0,SubGroup-0,0,Group-0
10878,Res-878-O,0,SubGroup-0,0,Group-0
10879,Res-879-O,0,SubGroup-0,0,Group-0
10880,Res-880-O,0,SubGroup-0,0,Group-0
10881,Res-881-O,0,SubGroup-0,0,Group-0
10882,Res-882-O,0,SubGroup-0,0,Group-0
10883,Res-883-O,0,SubGroup-0,0,Group-0
10884,Res-884-O,0,SubGroup-0,0,Group-0
10885,Res-885-O,0,SubGroup-0,0,Group-0
10886,Res-886-O,0,SubGroup-0,0,Group-0
10887,Res-887-O,0,SubGroup-0,0,Group-0
10888,Res-888-O,0,SubGroup-0,0,Group-0
10889,Res-889-O,0,SubGroup-0,0,Group-0
10890,Res-890-O,0,SubGroup-0,0,Group-0
10891,Res-891-O,0,SubGroup-0,0,Group-0
10892,Res-892-O,0,SubGroup-0,0,Group-0
10893,Res-893-O,0,SubGroup-0,0,Group-0
10894,Res-894-O,0,SubGroup-0,0,Group-0
10895,Res-895-O,0,SubGroup-0,0,Group-0
10896,Res-896-O,0,SubGroup-0,0,Group-0
10897,Res-897-O,0,SubGroup-0,0,Group-0
10898,Res-898-O,0,SubGroup-0,0,Group-0
10899,Res-899-O,0,SubGroup-0,0,Group-0
10900,Res-900-O,0,SubGroup-0,0,Group-0
10901,Res-901-O,0,SubGroup-0,0,Group-0
10902,Res-902-O,0,SubGroup-0,0,Group-0
10903,Res-903-O,0,SubGroup-0,0,Group-0
10904,Res-904-O,0,SubGroup-0,0,Group-0
10905,Res-905-O,0,SubGroup-0,0,Group-0
10906,Res-906-O,0,SubGroup-0,0,Group-0
10907,Res-907-O,0,SubGroup-0,0,Group-0
10908,Res-908-O,0,SubGroup-0,0,Group-0
10909,Res-909-O,0,SubGroup-0,0,Group-0
10910,Res-910-O,0,SubGroup-0,0,Group-0
10911,Res-911-O,0,SubGroup-0,0,Group-0
10912,Res-912-O,0,SubGroup-0,0,Group-0
10913,Res-913-O,0,SubGroup-0,0,Group-0
10914,Res-914-O,0,SubGroup-0,0,Group-0
10915,Res-915-O,0,SubGroup-0,0,Group-0
10916,Res-916-O,0,SubGroup-0,0,Group-0
10917,Res-917-O,0,SubGroup-0,0,Group-0
10918,Res-918-O,0,SubGroup-0,0,Group-0
10919,Res-919-O,0,SubGroup-0,0,Group-0
10920,Res-920-O,0,SubGroup-0,0,Group-0
10921,Res-921-O,0,SubGroup-0,0,Group-0
10922,Res-922-O,0,SubGroup-0,0,Group-0
10923,Res-923-O,0,SubGroup-0,0,Group-0
10924,Res-924-O,0,SubGroup-0,0,Group-0
10925,Res-925-O,0,SubGroup-0,0,Group-0
10926,Res-926-O,0,SubGroup-0,0,Group-0
10927,Res-927-O,0,SubGroup-0,0,Group-0
10928,Res-928-O,0,SubGroup-0,0,Group-0
10929,Res-929-O,0,SubGroup-0,0,Group-0
10930,Res-930-O,0,SubGroup-0,0,Group-0
10931,Res-931-O,0,SubGroup-0,0,Group-0
10932,Res-932-O,0,SubGroup-0,0,Group-0
10933,Res-933-O,0,SubGroup-0,0,Group-0
10934,Res-934-O,0,SubGroup-0,0,Group-0
10935,Res-935-O,0,SubGroup-0,0,Group-0
10936,Res-936-O,0,SubGroup-0,0,Group-0
10937,Res-937-O,0,SubGroup-0,0,Group-0
10938,Res-938-O,0,SubGroup-0,0,Group-0
10939,Res-939-O,0,SubGroup-0,0,Group-0
10940,Res-940-O,0,SubGroup-0,0,Group-0
10941,Res-941-O,0,SubGroup-0,0,Group-0
10942,Res-942-O,0,SubGroup-0,0,Group-0
10943,Res-943-O,0,SubGroup-0,0,Group-0
10944,Res-944-O,0,SubGroup-0,0,Group-0
10945,Res-945-O,0,SubGroup-0,0,Group-0
10946,Res-946-O,0,SubGroup-0,0,Group-0
10947,Res-947-O,0,SubGroup-0,0,Group-0
10948,Res-948-O,0,SubGroup-0,0,Group-0
10949,Res-949-O,0,SubGroup-0,0,Group-0
10950,Res-950-O,0,SubGroup-0,0,Group-0
10951,Res-951-O,0,SubGroup-0,0,Group-0
10952,Res-952-O,0,SubGroup-0,0,Group-0
10953,Res-953-O,0,SubGroup-0,0,Group-0
10954,Res-954-O,0,SubGroup-0,0,Group-0
10955,Res-955-O,0,SubGroup-0,0,Group-0
10956,Res-956-O,0,SubGroup-0,0,Group-0
10957,Res-957-O,0,SubGroup-0,0,Group-0
10958,Res-958-O,0,SubGroup-0,0,Group-0
10959,Res-959-O,0,SubGroup-0,0,Group-0
10960,Res-960-O,0,SubGroup-0,0,Group-0
10961,Res-961-O,0,SubGroup-0,0,Group-0
10962,Res-962-O,0,SubGroup-0,0,Group-0
10963,Res-963-O,0,SubGroup-0,0,Group-0
10964,Res-964-O,0,SubGroup-0,0,Group-0
10965,Res-965-O,0,SubGroup-0,0,Group-0
10966,Res-966-O,0,SubGroup-0,0,Group-0
10967,Res-967-O,0,SubGroup-0,0,Group-0
10968,Res-968-O,0,SubGroup-0,0,Group-0
10969,Res-969-O,0,SubGroup-0,0,Group-0
10970,Res-970-O,0,SubGroup-0,0,Group-0
10971,Res-971-O,0,SubGroup-0,0,Group-0
10972,Res-972-O,0,SubGroup-0,0,Group-0
10973,Res-973-O,0,SubGroup-0,0,Group-0
10974,Res-974-O,0,SubGroup-0,0,Group-0
10975,Res-975-O,0,SubGroup-0,0,Group-0
10976,Res-976-O,0,SubGroup-0,0,Group-0
10977,Res-977-O,0,SubGroup-0,0,Group-0
10978,Res-978-O,0,SubGroup-0,0,Group-0
10979,Res-979-O,0,SubGroup-0,0,Group-0
10980,Res-980-O,0,SubGroup-0,0,Group-0
10981,Res-981-O,0,SubGroup-0,0,Group-0
10982,Res-982-O,0,SubGroup-0,0,Group-0
10983,Res-983-O,0,SubGroup-0,0,Group-0
10984,Res-984-O,0,SubGroup-0,0,Group-0
10985,Res-985-O,0,SubGroup-0,0,Group-0
10986,Res-986-O,0,SubGroup-0,0,Group-0
10987,Res-987-O,0,SubGroup-0,0,Group-0
10988,Res-988-O,0,SubGroup-0,0,Group-0
10989,Res-989-O,0,SubGroup-0,0,Group-0
10990,Res-990-O,0,SubGroup-0,0,Group-0
10991,Res-991-O,0,SubGroup-0,0,Group-0
10992,Res-992-O,0,SubGroup-0,0,Group-0
10993,Res-993-O,0,SubGroup-0,0,Group-0
10994,Res-994-O,0,SubGroup-0,0,Group-0
10995,Res-995-O,0,SubGroup-0,0,Group-0
10996,Res-996-O,0,SubGroup-0,0,Group-0
10997,Res-997-O,0,SubGroup-0,0,Group-0
10998,Res-998-O,0,SubGroup-0,0,Group-0
10999,Res-999-O,0,SubGroup-0,0,Group-0
5000,Res-5000,0,SubGroup-0,0,Group-0
25000,Res-5000-I,0,SubGroup-0,0,Group-0
15000,Res-5000-O,0,SubGroup-0,0,Group-0
5001,Res-5001,0,SubGroup-0,0,Group-0
25001,Res-5001-I,0,SubGroup-0,0,Group-0
15001,Res-5001-O,0,SubGroup-0,0,Group-0
5002,Res-5002,0,SubGroup-0,0,Group-0
25002,Res-5002-I,0,SubGroup-0,0,Group-0
15002,Res-5002-O,0,SubGroup-0,0,Group-0
5003,Res-5003,0,SubGroup-0,0,Group-0
25003,Res-5003-I,0,SubGroup-0,0,Group-0
15003,Res-5003-O,0,SubGroup-0,0,Group-0
5004,Res-5004,0,SubGroup-0,0,Group-0
25004,Res-5004-I,0,SubGroup-0,0,Group-0
15004,Res-5004-O,0,SubGroup-0,0,Group-0
5005,Res-5005,0,SubGroup-0,0,Group-0
25005,Res-5005-I,0,SubGroup-0,0,Group-0
15005,Res-5005-O,0,SubGroup-0,0,Group-0
5006,Res-5006,0,SubGroup-0,0,Group-0
25006,Res-5006-I,0,SubGroup-0,0,Group-0
15006,Res-5006-O,0,SubGroup-0,0,Group-0
5007,Res-5007,0,SubGroup-0,0,Group-0
25007,Res-5007-I,0,SubGroup-0,0,Group-0
15007,Res-5007-O,0,SubGroup-0,0,Group-0
5008,Res-5008,0,SubGroup-0,0,Group-0
25008,Res-5008-I,0,SubGroup-0,0,Group-0
15008,Res-5008-O,0,SubGroup-0,0,Group-0
