Item.[ItemKey],Location.[LocationKey],Time.[FiscalWeekKey],Version.[VersionKey],BOH,Expected Receipts
3,193,W1-2017,0,,100
3,193,W2-2017,0,,100
0,193,W0-2017,0,200,
0,193,W1-2017,0,,100
0,193,W2-2017,0,,100
1,194,W0-2017,0,200,
1,194,W1-2017,0,,100
1,194,W2-2017,0,,100
2,194,W0-2017,0,150,
2,194,W1-2017,0,,100
2,194,W2-2017,0,,100
3,194,W0-2017,0,200,
3,194,W1-2017,0,,100
3,194,W2-2017,0,,100
0,194,W0-2017,0,200,
0,194,W1-2017,0,,100
0,194,W2-2017,0,,100
1,195,W0-2017,0,150,
1,195,W1-2017,0,,100
1,195,W2-2017,0,,100
2,195,W0-2017,0,150,
2,195,W1-2017,0,,100
2,195,W2-2017,0,,100
3,195,W0-2017,0,200,
3,195,W1-2017,0,,100
3,195,W2-2017,0,,100
0,195,W0-2017,0,150,
0,195,W1-2017,0,,100
0,195,W2-2017,0,,100
1,196,W0-2017,0,250,
1,196,W1-2017,0,,100
1,196,W2-2017,0,,100
2,196,W0-2017,0,200,
2,196,W1-2017,0,,100
2,196,W2-2017,0,,100
3,196,W0-2017,0,150,
3,196,W1-2017,0,,100
3,196,W2-2017,0,,100
0,196,W0-2017,0,200,
0,196,W1-2017,0,,100
0,196,W2-2017,0,,100
1,197,W0-2017,0,250,
1,197,W1-2017,0,,100
1,197,W2-2017,0,,100
2,197,W0-2017,0,250,
2,197,W1-2017,0,,100
2,197,W2-2017,0,,100
3,197,W0-2017,0,250,
3,197,W1-2017,0,,100
3,197,W2-2017,0,,100
0,197,W0-2017,0,150,
0,197,W1-2017,0,,100
0,197,W2-2017,0,,100
1,198,W0-2017,0,150,
1,198,W1-2017,0,,100
1,198,W2-2017,0,,100
2,198,W0-2017,0,150,
2,198,W1-2017,0,,100
2,198,W2-2017,0,,100
3,198,W0-2017,0,150,
3,198,W1-2017,0,,100
3,198,W2-2017,0,,100
0,198,W0-2017,0,200,
0,198,W1-2017,0,,100
0,198,W2-2017,0,,100
1,199,W0-2017,0,250,
1,199,W1-2017,0,,100
1,199,W2-2017,0,,100
2,199,W0-2017,0,150,
2,199,W1-2017,0,,100
2,199,W2-2017,0,,100
3,199,W0-2017,0,250,
3,199,W1-2017,0,,100
3,199,W2-2017,0,,100
0,199,W0-2017,0,200,
0,199,W1-2017,0,,100
0,199,W2-2017,0,,100
1,200,W0-2017,0,150,
1,200,W1-2017,0,,100
1,200,W2-2017,0,,100
2,200,W0-2017,0,150,
2,200,W1-2017,0,,100
2,200,W2-2017,0,,100
3,200,W0-2017,0,150,
3,200,W1-2017,0,,100
3,200,W2-2017,0,,100
0,200,W0-2017,0,200,
0,200,W1-2017,0,,100
0,200,W2-2017,0,,100
1,201,W0-2017,0,200,
1,201,W1-2017,0,,100
1,201,W2-2017,0,,100
2,201,W0-2017,0,200,
2,201,W1-2017,0,,100
2,201,W2-2017,0,,100
3,201,W0-2017,0,250,
3,201,W1-2017,0,,100
3,201,W2-2017,0,,100
0,201,W0-2017,0,200,
0,201,W1-2017,0,,100
0,201,W2-2017,0,,100
1,202,W0-2017,0,150,
1,202,W1-2017,0,,100
1,202,W2-2017,0,,100
2,202,W0-2017,0,250,
2,202,W1-2017,0,,100
2,202,W2-2017,0,,100
3,202,W0-2017,0,150,
3,202,W1-2017,0,,100
3,202,W2-2017,0,,100
0,202,W0-2017,0,250,
0,202,W1-2017,0,,100
0,202,W2-2017,0,,100
1,203,W0-2017,0,250,
1,203,W1-2017,0,,100
1,203,W2-2017,0,,100
2,203,W0-2017,0,150,
2,203,W1-2017,0,,100
2,203,W2-2017,0,,100
3,203,W0-2017,0,200,
3,203,W1-2017,0,,100
3,203,W2-2017,0,,100
0,203,W0-2017,0,150,
0,203,W1-2017,0,,100
0,203,W2-2017,0,,100
1,204,W0-2017,0,150,
1,204,W1-2017,0,,100
1,204,W2-2017,0,,100
2,204,W0-2017,0,250,
2,204,W1-2017,0,,100
2,204,W2-2017,0,,100
3,204,W0-2017,0,200,
3,204,W1-2017,0,,100
3,204,W2-2017,0,,100
0,204,W0-2017,0,250,
0,204,W1-2017,0,,100
0,204,W2-2017,0,,100
1,205,W0-2017,0,250,
1,205,W1-2017,0,,100
1,205,W2-2017,0,,100
2,205,W0-2017,0,150,
2,205,W1-2017,0,,100
2,205,W2-2017,0,,100
3,205,W0-2017,0,200,
3,205,W1-2017,0,,100
3,205,W2-2017,0,,100
0,205,W0-2017,0,200,
0,205,W1-2017,0,,100
0,205,W2-2017,0,,100
1,206,W0-2017,0,250,
1,206,W1-2017,0,,100
1,206,W2-2017,0,,100
2,206,W0-2017,0,200,
2,206,W1-2017,0,,100
2,206,W2-2017,0,,100
3,206,W0-2017,0,200,
3,206,W1-2017,0,,100
3,206,W2-2017,0,,100
0,206,W0-2017,0,150,
0,206,W1-2017,0,,100
0,206,W2-2017,0,,100
1,207,W0-2017,0,200,
1,207,W1-2017,0,,100
1,207,W2-2017,0,,100
2,207,W0-2017,0,250,
2,207,W1-2017,0,,100
2,207,W2-2017,0,,100
3,207,W0-2017,0,200,
3,207,W1-2017,0,,100
3,207,W2-2017,0,,100
0,207,W0-2017,0,150,
0,207,W1-2017,0,,100
0,207,W2-2017,0,,100
1,208,W0-2017,0,200,
1,208,W1-2017,0,,100
1,208,W2-2017,0,,100
2,208,W0-2017,0,250,
2,208,W1-2017,0,,100
2,208,W2-2017,0,,100
3,208,W0-2017,0,200,
3,208,W1-2017,0,,100
3,208,W2-2017,0,,100
0,208,W0-2017,0,150,
0,208,W1-2017,0,,100
0,208,W2-2017,0,,100
1,209,W0-2017,0,250,
1,209,W1-2017,0,,100
1,209,W2-2017,0,,100
2,209,W0-2017,0,250,
2,209,W1-2017,0,,100
2,209,W2-2017,0,,100
3,209,W0-2017,0,250,
3,209,W1-2017,0,,100
3,209,W2-2017,0,,100
0,209,W0-2017,0,150,
0,209,W1-2017,0,,100
0,209,W2-2017,0,,100
1,210,W0-2017,0,200,
1,210,W1-2017,0,,100
1,210,W2-2017,0,,100
2,210,W0-2017,0,200,
2,210,W1-2017,0,,100
2,210,W2-2017,0,,100
3,210,W0-2017,0,200,
3,210,W1-2017,0,,100
3,210,W2-2017,0,,100
0,210,W0-2017,0,150,
0,210,W1-2017,0,,100
0,210,W2-2017,0,,100
1,211,W0-2017,0,200,
1,211,W1-2017,0,,100
1,211,W2-2017,0,,100
2,211,W0-2017,0,250,
2,211,W1-2017,0,,100
2,211,W2-2017,0,,100
3,211,W0-2017,0,200,
3,211,W1-2017,0,,100
3,211,W2-2017,0,,100
0,211,W0-2017,0,150,
0,211,W1-2017,0,,100
0,211,W2-2017,0,,100
1,212,W0-2017,0,250,
1,212,W1-2017,0,,100
1,212,W2-2017,0,,100
2,212,W0-2017,0,150,
2,212,W1-2017,0,,100
2,212,W2-2017,0,,100
3,212,W0-2017,0,150,
3,212,W1-2017,0,,100
3,212,W2-2017,0,,100
0,212,W0-2017,0,250,
0,212,W1-2017,0,,100
0,212,W2-2017,0,,100
1,213,W0-2017,0,250,
1,213,W1-2017,0,,100
1,213,W2-2017,0,,100
2,213,W0-2017,0,150,
2,213,W1-2017,0,,100
2,213,W2-2017,0,,100
3,213,W0-2017,0,250,
3,213,W1-2017,0,,100
3,213,W2-2017,0,,100
0,213,W0-2017,0,150,
0,213,W1-2017,0,,100
0,213,W2-2017,0,,100
1,214,W0-2017,0,200,
1,214,W1-2017,0,,100
1,214,W2-2017,0,,100
2,214,W0-2017,0,200,
2,214,W1-2017,0,,100
2,214,W2-2017,0,,100
3,214,W0-2017,0,250,
3,214,W1-2017,0,,100
3,214,W2-2017,0,,100
0,214,W0-2017,0,150,
0,214,W1-2017,0,,100
0,214,W2-2017,0,,100
1,215,W0-2017,0,250,
1,215,W1-2017,0,,100
1,215,W2-2017,0,,100
2,215,W0-2017,0,250,
2,215,W1-2017,0,,100
2,215,W2-2017,0,,100
3,215,W0-2017,0,150,
3,215,W1-2017,0,,100
3,215,W2-2017,0,,100
0,215,W0-2017,0,200,
0,215,W1-2017,0,,100
0,215,W2-2017,0,,100
1,216,W0-2017,0,150,
1,216,W1-2017,0,,100
1,216,W2-2017,0,,100
2,216,W0-2017,0,150,
2,216,W1-2017,0,,100
2,216,W2-2017,0,,100
3,216,W0-2017,0,200,
3,216,W1-2017,0,,100
3,216,W2-2017,0,,100
0,216,W0-2017,0,250,
0,216,W1-2017,0,,100
0,216,W2-2017,0,,100
1,217,W0-2017,0,250,
1,217,W1-2017,0,,100
1,217,W2-2017,0,,100
2,217,W0-2017,0,200,
2,217,W1-2017,0,,100
2,217,W2-2017,0,,100
3,217,W0-2017,0,150,
3,217,W1-2017,0,,100
3,217,W2-2017,0,,100
0,217,W0-2017,0,200,
0,217,W1-2017,0,,100
0,217,W2-2017,0,,100
1,218,W0-2017,0,150,
1,218,W1-2017,0,,100
1,218,W2-2017,0,,100
2,218,W0-2017,0,150,
2,218,W1-2017,0,,100
2,218,W2-2017,0,,100
3,218,W0-2017,0,150,
3,218,W1-2017,0,,100
3,218,W2-2017,0,,100
0,218,W0-2017,0,200,
0,218,W1-2017,0,,100
0,218,W2-2017,0,,100
1,219,W0-2017,0,250,
1,219,W1-2017,0,,100
1,219,W2-2017,0,,100
2,219,W0-2017,0,150,
2,219,W1-2017,0,,100
2,219,W2-2017,0,,100
3,219,W0-2017,0,150,
3,219,W1-2017,0,,100
3,219,W2-2017,0,,100
0,219,W0-2017,0,250,
0,219,W1-2017,0,,100
0,219,W2-2017,0,,100
1,220,W0-2017,0,150,
1,220,W1-2017,0,,100
1,220,W2-2017,0,,100
2,220,W0-2017,0,200,
2,220,W1-2017,0,,100
2,220,W2-2017,0,,100
3,220,W0-2017,0,150,
3,220,W1-2017,0,,100
3,220,W2-2017,0,,100
0,220,W0-2017,0,200,
0,220,W1-2017,0,,100
0,220,W2-2017,0,,100
1,221,W0-2017,0,250,
1,221,W1-2017,0,,100
1,221,W2-2017,0,,100
2,221,W0-2017,0,250,
2,221,W1-2017,0,,100
2,221,W2-2017,0,,100
3,221,W0-2017,0,200,
3,221,W1-2017,0,,100
3,221,W2-2017,0,,100
0,221,W0-2017,0,150,
0,221,W1-2017,0,,100
0,221,W2-2017,0,,100
1,222,W0-2017,0,150,
1,222,W1-2017,0,,100
1,222,W2-2017,0,,100
2,222,W0-2017,0,200,
2,222,W1-2017,0,,100
2,222,W2-2017,0,,100
3,222,W0-2017,0,200,
3,222,W1-2017,0,,100
3,222,W2-2017,0,,100
0,222,W0-2017,0,150,
0,222,W1-2017,0,,100
0,222,W2-2017,0,,100
1,223,W0-2017,0,150,
1,223,W1-2017,0,,100
1,223,W2-2017,0,,100
2,223,W0-2017,0,250,
2,223,W1-2017,0,,100
2,223,W2-2017,0,,100
3,223,W0-2017,0,150,
3,223,W1-2017,0,,100
3,223,W2-2017,0,,100
0,223,W0-2017,0,200,
0,223,W1-2017,0,,100
0,223,W2-2017,0,,100
1,224,W0-2017,0,150,
1,224,W1-2017,0,,100
1,224,W2-2017,0,,100
2,224,W0-2017,0,150,
2,224,W1-2017,0,,100
2,224,W2-2017,0,,100
3,224,W0-2017,0,150,
3,224,W1-2017,0,,100
3,224,W2-2017,0,,100
0,224,W0-2017,0,200,
0,224,W1-2017,0,,100
0,224,W2-2017,0,,100
1,225,W0-2017,0,200,
1,225,W1-2017,0,,100
1,225,W2-2017,0,,100
2,225,W0-2017,0,200,
2,225,W1-2017,0,,100
2,225,W2-2017,0,,100
3,225,W0-2017,0,200,
3,225,W1-2017,0,,100
3,225,W2-2017,0,,100
0,225,W0-2017,0,150,
0,225,W1-2017,0,,100
0,225,W2-2017,0,,100
1,226,W0-2017,0,150,
1,226,W1-2017,0,,100
1,226,W2-2017,0,,100
2,226,W0-2017,0,250,
2,226,W1-2017,0,,100
2,226,W2-2017,0,,100
3,226,W0-2017,0,250,
3,226,W1-2017,0,,100
3,226,W2-2017,0,,100
0,226,W0-2017,0,200,
0,226,W1-2017,0,,100
0,226,W2-2017,0,,100
1,227,W0-2017,0,250,
1,227,W1-2017,0,,100
1,227,W2-2017,0,,100
2,227,W0-2017,0,200,
2,227,W1-2017,0,,100
2,227,W2-2017,0,,100
3,227,W0-2017,0,150,
3,227,W1-2017,0,,100
3,227,W2-2017,0,,100
0,227,W0-2017,0,150,
0,227,W1-2017,0,,100
0,227,W2-2017,0,,100
1,228,W0-2017,0,200,
1,228,W1-2017,0,,100
1,228,W2-2017,0,,100
2,228,W0-2017,0,250,
2,228,W1-2017,0,,100
2,228,W2-2017,0,,100
3,228,W0-2017,0,250,
3,228,W1-2017,0,,100
3,228,W2-2017,0,,100
0,228,W0-2017,0,200,
0,228,W1-2017,0,,100
0,228,W2-2017,0,,100
1,229,W0-2017,0,200,
1,229,W1-2017,0,,100
1,229,W2-2017,0,,100
2,229,W0-2017,0,200,
2,229,W1-2017,0,,100
2,229,W2-2017,0,,100
3,229,W0-2017,0,200,
3,229,W1-2017,0,,100
3,229,W2-2017,0,,100
0,229,W0-2017,0,150,
0,229,W1-2017,0,,100
0,229,W2-2017,0,,100
1,230,W0-2017,0,200,
1,230,W1-2017,0,,100
1,230,W2-2017,0,,100
2,230,W0-2017,0,150,
2,230,W1-2017,0,,100
2,230,W2-2017,0,,100
3,230,W0-2017,0,250,
3,230,W1-2017,0,,100
3,230,W2-2017,0,,100
0,230,W0-2017,0,150,
0,230,W1-2017,0,,100
0,230,W2-2017,0,,100
1,231,W0-2017,0,150,
1,231,W1-2017,0,,100
1,231,W2-2017,0,,100
2,231,W0-2017,0,250,
2,231,W1-2017,0,,100
2,231,W2-2017,0,,100
3,231,W0-2017,0,200,
3,231,W1-2017,0,,100
3,231,W2-2017,0,,100
0,231,W0-2017,0,200,
0,231,W1-2017,0,,100
0,231,W2-2017,0,,100
1,232,W0-2017,0,150,
1,232,W1-2017,0,,100
1,232,W2-2017,0,,100
2,232,W0-2017,0,250,
2,232,W1-2017,0,,100
2,232,W2-2017,0,,100
3,232,W0-2017,0,150,
3,232,W1-2017,0,,100
3,232,W2-2017,0,,100
0,232,W0-2017,0,250,
0,232,W1-2017,0,,100
0,232,W2-2017,0,,100
1,233,W0-2017,0,150,
1,233,W1-2017,0,,100
1,233,W2-2017,0,,100
2,233,W0-2017,0,200,
2,233,W1-2017,0,,100
2,233,W2-2017,0,,100
3,233,W0-2017,0,200,
3,233,W1-2017,0,,100
3,233,W2-2017,0,,100
0,233,W0-2017,0,200,
0,233,W1-2017,0,,100
0,233,W2-2017,0,,100
1,234,W0-2017,0,150,
1,234,W1-2017,0,,100
1,234,W2-2017,0,,100
2,234,W0-2017,0,150,
2,234,W1-2017,0,,100
2,234,W2-2017,0,,100
3,234,W0-2017,0,200,
3,234,W1-2017,0,,100
3,234,W2-2017,0,,100
0,234,W0-2017,0,150,
0,234,W1-2017,0,,100
0,234,W2-2017,0,,100
1,235,W0-2017,0,150,
1,235,W1-2017,0,,100
1,235,W2-2017,0,,100
2,235,W0-2017,0,150,
2,235,W1-2017,0,,100
2,235,W2-2017,0,,100
3,235,W0-2017,0,200,
3,235,W1-2017,0,,100
3,235,W2-2017,0,,100
0,235,W0-2017,0,250,
0,235,W1-2017,0,,100
0,235,W2-2017,0,,100
1,236,W0-2017,0,150,
1,236,W1-2017,0,,100
1,236,W2-2017,0,,100
2,236,W0-2017,0,150,
2,236,W1-2017,0,,100
2,236,W2-2017,0,,100
3,236,W0-2017,0,250,
3,236,W1-2017,0,,100
3,236,W2-2017,0,,100
0,236,W0-2017,0,150,
0,236,W1-2017,0,,100
0,236,W2-2017,0,,100
1,237,W0-2017,0,250,
1,237,W1-2017,0,,100
1,237,W2-2017,0,,100
2,237,W0-2017,0,250,
2,237,W1-2017,0,,100
2,237,W2-2017,0,,100
3,237,W0-2017,0,250,
3,237,W1-2017,0,,100
3,237,W2-2017,0,,100
0,237,W0-2017,0,250,
0,237,W1-2017,0,,100
0,237,W2-2017,0,,100
1,238,W0-2017,0,200,
1,238,W1-2017,0,,100
1,238,W2-2017,0,,100
2,238,W0-2017,0,250,
2,238,W1-2017,0,,100
2,238,W2-2017,0,,100
3,238,W0-2017,0,150,
3,238,W1-2017,0,,100
3,238,W2-2017,0,,100
0,238,W0-2017,0,150,
0,238,W1-2017,0,,100
0,238,W2-2017,0,,100
1,239,W0-2017,0,250,
1,239,W1-2017,0,,100
1,239,W2-2017,0,,100
2,239,W0-2017,0,150,
2,239,W1-2017,0,,100
2,239,W2-2017,0,,100
3,239,W0-2017,0,150,
3,239,W1-2017,0,,100
3,239,W2-2017,0,,100
0,239,W0-2017,0,150,
0,239,W1-2017,0,,100
0,239,W2-2017,0,,100
1,240,W0-2017,0,150,
1,240,W1-2017,0,,100
1,240,W2-2017,0,,100
2,240,W0-2017,0,150,
2,240,W1-2017,0,,100
2,240,W2-2017,0,,100
3,240,W0-2017,0,200,
3,240,W1-2017,0,,100
3,240,W2-2017,0,,100
0,240,W0-2017,0,150,
0,240,W1-2017,0,,100
0,240,W2-2017,0,,100
1,241,W0-2017,0,150,
1,241,W1-2017,0,,100
1,241,W2-2017,0,,100
2,241,W0-2017,0,200,
2,241,W1-2017,0,,100
2,241,W2-2017,0,,100
3,241,W0-2017,0,150,
3,241,W1-2017,0,,100
3,241,W2-2017,0,,100
0,241,W0-2017,0,150,
0,241,W1-2017,0,,100
0,241,W2-2017,0,,100
1,242,W0-2017,0,200,
1,242,W1-2017,0,,100
1,242,W2-2017,0,,100
2,242,W0-2017,0,200,
2,242,W1-2017,0,,100
2,242,W2-2017,0,,100
3,242,W0-2017,0,150,
3,242,W1-2017,0,,100
3,242,W2-2017,0,,100
0,242,W0-2017,0,200,
0,242,W1-2017,0,,100
0,242,W2-2017,0,,100
1,243,W0-2017,0,150,
1,243,W1-2017,0,,100
1,243,W2-2017,0,,100
2,243,W0-2017,0,200,
2,243,W1-2017,0,,100
2,243,W2-2017,0,,100
3,243,W0-2017,0,150,
3,243,W1-2017,0,,100
3,243,W2-2017,0,,100
0,243,W0-2017,0,150,
0,243,W1-2017,0,,100
0,243,W2-2017,0,,100
1,244,W0-2017,0,250,
1,244,W1-2017,0,,100
1,244,W2-2017,0,,100
2,244,W0-2017,0,150,
2,244,W1-2017,0,,100
2,244,W2-2017,0,,100
3,244,W0-2017,0,150,
3,244,W1-2017,0,,100
3,244,W2-2017,0,,100
0,244,W0-2017,0,250,
0,244,W1-2017,0,,100
0,244,W2-2017,0,,100
1,245,W0-2017,0,150,
1,245,W1-2017,0,,100
1,245,W2-2017,0,,100
2,245,W0-2017,0,200,
2,245,W1-2017,0,,100
2,245,W2-2017,0,,100
3,245,W0-2017,0,250,
3,245,W1-2017,0,,100
3,245,W2-2017,0,,100
0,245,W0-2017,0,150,
0,245,W1-2017,0,,100
0,245,W2-2017,0,,100
1,246,W0-2017,0,250,
1,246,W1-2017,0,,100
1,246,W2-2017,0,,100
2,246,W0-2017,0,200,
2,246,W1-2017,0,,100
2,246,W2-2017,0,,100
3,246,W0-2017,0,150,
3,246,W1-2017,0,,100
3,246,W2-2017,0,,100
0,246,W0-2017,0,150,
0,246,W1-2017,0,,100
0,246,W2-2017,0,,100
1,247,W0-2017,0,200,
1,247,W1-2017,0,,100
1,247,W2-2017,0,,100
2,247,W0-2017,0,200,
2,247,W1-2017,0,,100
2,247,W2-2017,0,,100
3,247,W0-2017,0,250,
3,247,W1-2017,0,,100
3,247,W2-2017,0,,100
0,247,W0-2017,0,150,
0,247,W1-2017,0,,100
0,247,W2-2017,0,,100
1,248,W0-2017,0,150,
1,248,W1-2017,0,,100
1,248,W2-2017,0,,100
2,248,W0-2017,0,150,
2,248,W1-2017,0,,100
2,248,W2-2017,0,,100
3,248,W0-2017,0,250,
3,248,W1-2017,0,,100
3,248,W2-2017,0,,100
0,248,W0-2017,0,250,
0,248,W1-2017,0,,100
0,248,W2-2017,0,,100
1,249,W0-2017,0,250,
1,249,W1-2017,0,,100
1,249,W2-2017,0,,100
2,249,W0-2017,0,200,
2,249,W1-2017,0,,100
2,249,W2-2017,0,,100
3,249,W0-2017,0,200,
3,249,W1-2017,0,,100
3,249,W2-2017,0,,100
0,249,W0-2017,0,200,
0,249,W1-2017,0,,100
0,249,W2-2017,0,,100
1,250,W0-2017,0,150,
1,250,W1-2017,0,,100
1,250,W2-2017,0,,100
2,250,W0-2017,0,200,
2,250,W1-2017,0,,100
2,250,W2-2017,0,,100
3,250,W0-2017,0,250,
3,250,W1-2017,0,,100
3,250,W2-2017,0,,100
0,250,W0-2017,0,150,
0,250,W1-2017,0,,100
0,250,W2-2017,0,,100
1,251,W0-2017,0,200,
1,251,W1-2017,0,,100
1,251,W2-2017,0,,100
2,251,W0-2017,0,200,
2,251,W1-2017,0,,100
2,251,W2-2017,0,,100
3,251,W0-2017,0,200,
3,251,W1-2017,0,,100
3,251,W2-2017,0,,100
0,251,W0-2017,0,250,
0,251,W1-2017,0,,100
0,251,W2-2017,0,,100
1,252,W0-2017,0,200,
1,252,W1-2017,0,,100
1,252,W2-2017,0,,100
2,252,W0-2017,0,250,
2,252,W1-2017,0,,100
2,252,W2-2017,0,,100
3,252,W0-2017,0,150,
3,252,W1-2017,0,,100
3,252,W2-2017,0,,100
0,252,W0-2017,0,250,
0,252,W1-2017,0,,100
0,252,W2-2017,0,,100
1,253,W0-2017,0,250,
1,253,W1-2017,0,,100
1,253,W2-2017,0,,100
2,253,W0-2017,0,150,
2,253,W1-2017,0,,100
2,253,W2-2017,0,,100
3,253,W0-2017,0,150,
3,253,W1-2017,0,,100
3,253,W2-2017,0,,100
0,253,W0-2017,0,250,
0,253,W1-2017,0,,100
0,253,W2-2017,0,,100
1,254,W0-2017,0,200,
1,254,W1-2017,0,,100
1,254,W2-2017,0,,100
2,254,W0-2017,0,150,
2,254,W1-2017,0,,100
2,254,W2-2017,0,,100
3,254,W0-2017,0,150,
3,254,W1-2017,0,,100
3,254,W2-2017,0,,100
0,254,W0-2017,0,250,
0,254,W1-2017,0,,100
0,254,W2-2017,0,,100
1,255,W0-2017,0,150,
1,255,W1-2017,0,,100
1,255,W2-2017,0,,100
2,255,W0-2017,0,150,
2,255,W1-2017,0,,100
2,255,W2-2017,0,,100
3,255,W0-2017,0,200,
3,255,W1-2017,0,,100
3,255,W2-2017,0,,100
0,255,W0-2017,0,250,
0,255,W1-2017,0,,100
0,255,W2-2017,0,,100
1,256,W0-2017,0,250,
1,256,W1-2017,0,,100
1,256,W2-2017,0,,100
2,256,W0-2017,0,150,
2,256,W1-2017,0,,100
2,256,W2-2017,0,,100
3,256,W0-2017,0,200,
3,256,W1-2017,0,,100
3,256,W2-2017,0,,100
0,256,W0-2017,0,250,
0,256,W1-2017,0,,100
0,256,W2-2017,0,,100
1,257,W0-2017,0,250,
1,257,W1-2017,0,,100
1,257,W2-2017,0,,100
2,257,W0-2017,0,200,
2,257,W1-2017,0,,100
2,257,W2-2017,0,,100
3,257,W0-2017,0,200,
3,257,W1-2017,0,,100
3,257,W2-2017,0,,100
0,257,W0-2017,0,200,
0,257,W1-2017,0,,100
0,257,W2-2017,0,,100
1,258,W0-2017,0,200,
1,258,W1-2017,0,,100
1,258,W2-2017,0,,100
2,258,W0-2017,0,200,
2,258,W1-2017,0,,100
2,258,W2-2017,0,,100
3,258,W0-2017,0,250,
3,258,W1-2017,0,,100
3,258,W2-2017,0,,100
0,258,W0-2017,0,200,
0,258,W1-2017,0,,100
0,258,W2-2017,0,,100
1,259,W0-2017,0,200,
1,259,W1-2017,0,,100
1,259,W2-2017,0,,100
2,259,W0-2017,0,200,
2,259,W1-2017,0,,100
2,259,W2-2017,0,,100
3,259,W0-2017,0,200,
3,259,W1-2017,0,,100
3,259,W2-2017,0,,100
0,259,W0-2017,0,200,
0,259,W1-2017,0,,100
0,259,W2-2017,0,,100
1,260,W0-2017,0,250,
1,260,W1-2017,0,,100
1,260,W2-2017,0,,100
2,260,W0-2017,0,200,
2,260,W1-2017,0,,100
2,260,W2-2017,0,,100
3,260,W0-2017,0,200,
3,260,W1-2017,0,,100
3,260,W2-2017,0,,100
0,260,W0-2017,0,250,
0,260,W1-2017,0,,100
0,260,W2-2017,0,,100
1,261,W0-2017,0,200,
1,261,W1-2017,0,,100
1,261,W2-2017,0,,100
2,261,W0-2017,0,150,
2,261,W1-2017,0,,100
2,261,W2-2017,0,,100
3,261,W0-2017,0,150,
3,261,W1-2017,0,,100
3,261,W2-2017,0,,100
0,261,W0-2017,0,250,
0,261,W1-2017,0,,100
0,261,W2-2017,0,,100
1,262,W0-2017,0,150,
1,262,W1-2017,0,,100
1,262,W2-2017,0,,100
2,262,W0-2017,0,250,
2,262,W1-2017,0,,100
2,262,W2-2017,0,,100
3,262,W0-2017,0,200,
3,262,W1-2017,0,,100
3,262,W2-2017,0,,100
0,262,W0-2017,0,200,
0,262,W1-2017,0,,100
0,262,W2-2017,0,,100
1,263,W0-2017,0,150,
1,263,W1-2017,0,,100
1,263,W2-2017,0,,100
2,263,W0-2017,0,200,
2,263,W1-2017,0,,100
2,263,W2-2017,0,,100
3,263,W0-2017,0,200,
3,263,W1-2017,0,,100
3,263,W2-2017,0,,100
0,263,W0-2017,0,250,
0,263,W1-2017,0,,100
0,263,W2-2017,0,,100
1,264,W0-2017,0,150,
1,264,W1-2017,0,,100
1,264,W2-2017,0,,100
2,264,W0-2017,0,250,
2,264,W1-2017,0,,100
2,264,W2-2017,0,,100
3,264,W0-2017,0,200,
3,264,W1-2017,0,,100
3,264,W2-2017,0,,100
0,264,W0-2017,0,150,
0,264,W1-2017,0,,100
0,264,W2-2017,0,,100
1,265,W0-2017,0,250,
1,265,W1-2017,0,,100
1,265,W2-2017,0,,100
2,265,W0-2017,0,250,
2,265,W1-2017,0,,100
2,265,W2-2017,0,,100
3,265,W0-2017,0,150,
3,265,W1-2017,0,,100
3,265,W2-2017,0,,100
0,265,W0-2017,0,150,
0,265,W1-2017,0,,100
0,265,W2-2017,0,,100
1,266,W0-2017,0,150,
1,266,W1-2017,0,,100
1,266,W2-2017,0,,100
2,266,W0-2017,0,250,
2,266,W1-2017,0,,100
2,266,W2-2017,0,,100
3,266,W0-2017,0,150,
3,266,W1-2017,0,,100
3,266,W2-2017,0,,100
0,266,W0-2017,0,150,
0,266,W1-2017,0,,100
0,266,W2-2017,0,,100
1,267,W0-2017,0,200,
1,267,W1-2017,0,,100
1,267,W2-2017,0,,100
2,267,W0-2017,0,250,
2,267,W1-2017,0,,100
2,267,W2-2017,0,,100
3,267,W0-2017,0,150,
3,267,W1-2017,0,,100
3,267,W2-2017,0,,100
0,267,W0-2017,0,250,
0,267,W1-2017,0,,100
0,267,W2-2017,0,,100
1,268,W0-2017,0,250,
1,268,W1-2017,0,,100
1,268,W2-2017,0,,100
2,268,W0-2017,0,200,
2,268,W1-2017,0,,100
2,268,W2-2017,0,,100
3,268,W0-2017,0,150,
3,268,W1-2017,0,,100
3,268,W2-2017,0,,100
0,268,W0-2017,0,250,
0,268,W1-2017,0,,100
0,268,W2-2017,0,,100
1,269,W0-2017,0,200,
1,269,W1-2017,0,,100
1,269,W2-2017,0,,100
2,269,W0-2017,0,250,
2,269,W1-2017,0,,100
2,269,W2-2017,0,,100
3,269,W0-2017,0,200,
3,269,W1-2017,0,,100
3,269,W2-2017,0,,100
0,269,W0-2017,0,250,
0,269,W1-2017,0,,100
0,269,W2-2017,0,,100
1,270,W0-2017,0,150,
1,270,W1-2017,0,,100
1,270,W2-2017,0,,100
2,270,W0-2017,0,250,
2,270,W1-2017,0,,100
2,270,W2-2017,0,,100
3,270,W0-2017,0,250,
3,270,W1-2017,0,,100
3,270,W2-2017,0,,100
0,270,W0-2017,0,250,
0,270,W1-2017,0,,100
0,270,W2-2017,0,,100
